, ,Number of genomes,gene_class
18642,Cluster 18642,10,unique
18643,Cluster 18643,1,unique
18644,Cluster 18644,1,unique
18645,Cluster 18645,4,unique
18646,Cluster 18646,2,unique
18647,Cluster 18647,3,unique
18648,Cluster 18648,1,unique
18649,Cluster 18649,4,unique
18650,Cluster 18650,4,unique
18651,Cluster 18651,4,unique
18652,Cluster 18652,4,unique
18653,Cluster 18653,3,unique
18654,Cluster 18654,1,unique
18655,Cluster 18655,4,unique
18656,Cluster 18656,7,unique
18657,Cluster 18657,2,unique
18658,Cluster 18658,13,unique
18659,Cluster 18659,1,unique
18660,Cluster 18660,1,unique
18661,Cluster 18661,1,unique
18662,Cluster 18662,8,unique
18663,Cluster 18663,1,unique
18664,Cluster 18664,2,unique
18665,Cluster 18665,1,unique
18666,Cluster 18666,2,unique
18667,Cluster 18667,2,unique
18668,Cluster 18668,1,unique
18669,Cluster 18669,1323,core
18670,Cluster 18670,1,unique
18671,Cluster 18671,1,unique
18672,Cluster 18672,169,accessory
18673,Cluster 18673,2,unique
18674,Cluster 18674,6,unique
18675,Cluster 18675,6,unique
18676,Cluster 18676,3,unique
18677,Cluster 18677,1,unique
18678,Cluster 18678,2,unique
18679,Cluster 18679,9,unique
18680,Cluster 18680,22,unique
18681,Cluster 18681,16,unique
18682,Cluster 18682,7,unique
18683,Cluster 18683,2,unique
18684,Cluster 18684,2,unique
18685,Cluster 18685,2,unique
18686,Cluster 18686,100,unique
18687,Cluster 18687,2,unique
18688,Cluster 18688,2,unique
18689,Cluster 18689,2,unique
18690,Cluster 18690,6,unique
18691,Cluster 18691,2,unique
18692,Cluster 18692,5,unique
18693,Cluster 18693,5,unique
18694,Cluster 18694,4,unique
18695,Cluster 18695,63,unique
18696,Cluster 18696,2,unique
18697,Cluster 18697,10,unique
18698,Cluster 18698,1,unique
18699,Cluster 18699,2,unique
18700,Cluster 18700,1,unique
18701,Cluster 18701,1,unique
18702,Cluster 18702,14,unique
18703,Cluster 18703,2,unique
18704,Cluster 18704,2,unique
18705,Cluster 18705,6,unique
18706,Cluster 18706,1,unique
18707,Cluster 18707,564,accessory
18708,Cluster 18708,1,unique
18709,Cluster 18709,1,unique
18710,Cluster 18710,1,unique
18711,Cluster 18711,1,unique
18712,Cluster 18712,1,unique
18713,Cluster 18713,52,unique
18714,Cluster 18714,4,unique
18715,Cluster 18715,1,unique
18716,Cluster 18716,3,unique
18717,Cluster 18717,2,unique
18718,Cluster 18718,199,accessory
18719,Cluster 18719,1,unique
18720,Cluster 18720,6,unique
18721,Cluster 18721,4,unique
18722,Cluster 18722,1,unique
18723,Cluster 18723,1,unique
18724,Cluster 18724,5,unique
18725,Cluster 18725,140,accessory
18726,Cluster 18726,9,unique
18727,Cluster 18727,1327,core
18728,Cluster 18728,39,unique
18729,Cluster 18729,1266,accessory
18730,Cluster 18730,1055,accessory
18731,Cluster 18731,1327,core
18732,Cluster 18732,1321,core
18733,Cluster 18733,1327,core
18734,Cluster 18734,1233,accessory
18735,Cluster 18735,418,accessory
18736,Cluster 18736,1,unique
18737,Cluster 18737,390,accessory
18738,Cluster 18738,42,unique
18739,Cluster 18739,2,unique
18740,Cluster 18740,6,unique
18741,Cluster 18741,333,accessory
18742,Cluster 18742,2,unique
18743,Cluster 18743,22,unique
18744,Cluster 18744,1314,core
18745,Cluster 18745,2,unique
18746,Cluster 18746,1,unique
18747,Cluster 18747,4,unique
18748,Cluster 18748,4,unique
18749,Cluster 18749,162,accessory
18750,Cluster 18750,1,unique
18751,Cluster 18751,7,unique
18752,Cluster 18752,38,unique
18753,Cluster 18753,1326,core
18754,Cluster 18754,1,unique
18755,Cluster 18755,1,unique
18756,Cluster 18756,1,unique
18757,Cluster 18757,4,unique
18758,Cluster 18758,1,unique
18759,Cluster 18759,2,unique
18760,Cluster 18760,12,unique
18761,Cluster 18761,7,unique
18762,Cluster 18762,1,unique
18763,Cluster 18763,4,unique
18764,Cluster 18764,4,unique
18765,Cluster 18765,244,accessory
18766,Cluster 18766,1,unique
18767,Cluster 18767,14,unique
18768,Cluster 18768,1,unique
18769,Cluster 18769,1,unique
18770,Cluster 18770,1,unique
18771,Cluster 18771,1,unique
18772,Cluster 18772,3,unique
18773,Cluster 18773,1,unique
18774,Cluster 18774,40,unique
18775,Cluster 18775,8,unique
18776,Cluster 18776,3,unique
18777,Cluster 18777,3,unique
18778,Cluster 18778,1,unique
18779,Cluster 18779,36,unique
18780,Cluster 18780,6,unique
18781,Cluster 18781,1,unique
18782,Cluster 18782,2,unique
18783,Cluster 18783,14,unique
18784,Cluster 18784,41,unique
18785,Cluster 18785,3,unique
18786,Cluster 18786,1,unique
18787,Cluster 18787,2,unique
18788,Cluster 18788,14,unique
18789,Cluster 18789,1,unique
18790,Cluster 18790,36,unique
18791,Cluster 18791,2,unique
18792,Cluster 18792,28,unique
18793,Cluster 18793,1,unique
18794,Cluster 18794,8,unique
18795,Cluster 18795,2,unique
18796,Cluster 18796,7,unique
18797,Cluster 18797,6,unique
18798,Cluster 18798,3,unique
18799,Cluster 18799,2,unique
18800,Cluster 18800,3,unique
18801,Cluster 18801,1,unique
18802,Cluster 18802,2,unique
18803,Cluster 18803,2,unique
18804,Cluster 18804,2,unique
18805,Cluster 18805,2,unique
18806,Cluster 18806,2,unique
18807,Cluster 18807,2,unique
18808,Cluster 18808,2,unique
18809,Cluster 18809,2,unique
18810,Cluster 18810,4,unique
18811,Cluster 18811,3,unique
18812,Cluster 18812,35,unique
18813,Cluster 18813,1,unique
18814,Cluster 18814,1,unique
18815,Cluster 18815,1,unique
18816,Cluster 18816,2,unique
18817,Cluster 18817,1,unique
18818,Cluster 18818,3,unique
18819,Cluster 18819,16,unique
18820,Cluster 18820,1,unique
18821,Cluster 18821,2,unique
18822,Cluster 18822,3,unique
18823,Cluster 18823,2,unique
18824,Cluster 18824,1,unique
18825,Cluster 18825,5,unique
18826,Cluster 18826,2,unique
18827,Cluster 18827,1,unique
18828,Cluster 18828,1144,accessory
18829,Cluster 18829,1,unique
18830,Cluster 18830,2,unique
18831,Cluster 18831,1,unique
18832,Cluster 18832,1,unique
18833,Cluster 18833,15,unique
18834,Cluster 18834,2,unique
18835,Cluster 18835,23,unique
18836,Cluster 18836,3,unique
18837,Cluster 18837,3,unique
18838,Cluster 18838,2,unique
18839,Cluster 18839,2,unique
18840,Cluster 18840,3,unique
18841,Cluster 18841,1,unique
18842,Cluster 18842,1,unique
18843,Cluster 18843,2,unique
18844,Cluster 18844,1,unique
18845,Cluster 18845,2,unique
18846,Cluster 18846,1,unique
18847,Cluster 18847,1,unique
18848,Cluster 18848,3,unique
18849,Cluster 18849,1,unique
18850,Cluster 18850,1,unique
18851,Cluster 18851,2,unique
18852,Cluster 18852,1,unique
18853,Cluster 18853,7,unique
18854,Cluster 18854,1323,core
18855,Cluster 18855,1,unique
18856,Cluster 18856,1,unique
18857,Cluster 18857,1327,core
18858,Cluster 18858,3,unique
18859,Cluster 18859,1323,core
18860,Cluster 18860,1327,core
18861,Cluster 18861,1323,core
18862,Cluster 18862,1322,core
18863,Cluster 18863,153,accessory
18864,Cluster 18864,113,accessory
18865,Cluster 18865,1,unique
18866,Cluster 18866,71,unique
18867,Cluster 18867,201,accessory
18868,Cluster 18868,1,unique
18869,Cluster 18869,982,accessory
18870,Cluster 18870,2,unique
18871,Cluster 18871,3,unique
18872,Cluster 18872,409,accessory
18873,Cluster 18873,32,unique
18874,Cluster 18874,1,unique
18875,Cluster 18875,2,unique
18876,Cluster 18876,101,unique
18877,Cluster 18877,34,unique
18878,Cluster 18878,31,unique
18879,Cluster 18879,11,unique
18880,Cluster 18880,11,unique
18881,Cluster 18881,4,unique
18882,Cluster 18882,1,unique
18883,Cluster 18883,4,unique
18884,Cluster 18884,12,unique
18885,Cluster 18885,5,unique
18886,Cluster 18886,4,unique
18887,Cluster 18887,1,unique
18888,Cluster 18888,5,unique
18889,Cluster 18889,1,unique
18890,Cluster 18890,6,unique
18891,Cluster 18891,2,unique
18892,Cluster 18892,1,unique
18893,Cluster 18893,1,unique
18894,Cluster 18894,1,unique
18895,Cluster 18895,1,unique
18896,Cluster 18896,1,unique
18897,Cluster 18897,3,unique
18898,Cluster 18898,3,unique
18899,Cluster 18899,1,unique
18900,Cluster 18900,1,unique
18901,Cluster 18901,2,unique
18902,Cluster 18902,3,unique
18903,Cluster 18903,1,unique
18904,Cluster 18904,1,unique
18905,Cluster 18905,10,unique
18906,Cluster 18906,2,unique
18907,Cluster 18907,17,unique
18908,Cluster 18908,5,unique
18909,Cluster 18909,2,unique
18910,Cluster 18910,1,unique
18911,Cluster 18911,10,unique
18912,Cluster 18912,1,unique
18913,Cluster 18913,11,unique
18914,Cluster 18914,92,unique
18915,Cluster 18915,1,unique
18916,Cluster 18916,2,unique
18917,Cluster 18917,1,unique
18918,Cluster 18918,2,unique
18919,Cluster 18919,3,unique
18920,Cluster 18920,2,unique
18921,Cluster 18921,2,unique
18922,Cluster 18922,3,unique
18923,Cluster 18923,8,unique
18924,Cluster 18924,23,unique
18925,Cluster 18925,2,unique
18926,Cluster 18926,1,unique
18927,Cluster 18927,85,unique
18928,Cluster 18928,116,accessory
18929,Cluster 18929,5,unique
18930,Cluster 18930,2,unique
18931,Cluster 18931,2,unique
18932,Cluster 18932,2,unique
18933,Cluster 18933,1,unique
18934,Cluster 18934,1,unique
18935,Cluster 18935,1,unique
18936,Cluster 18936,1,unique
18937,Cluster 18937,6,unique
18938,Cluster 18938,1,unique
18939,Cluster 18939,4,unique
18940,Cluster 18940,18,unique
18941,Cluster 18941,2,unique
18942,Cluster 18942,2,unique
18943,Cluster 18943,218,accessory
18944,Cluster 18944,1,unique
18945,Cluster 18945,1,unique
18946,Cluster 18946,1,unique
18947,Cluster 18947,13,unique
18948,Cluster 18948,2,unique
18949,Cluster 18949,1,unique
18950,Cluster 18950,1,unique
18951,Cluster 18951,1,unique
18952,Cluster 18952,55,unique
18953,Cluster 18953,3,unique
18954,Cluster 18954,53,unique
18955,Cluster 18955,1327,core
18956,Cluster 18956,398,accessory
18957,Cluster 18957,1327,core
18958,Cluster 18958,1323,core
18959,Cluster 18959,1,unique
18960,Cluster 18960,1320,core
18961,Cluster 18961,222,accessory
18962,Cluster 18962,425,accessory
18963,Cluster 18963,1,unique
18964,Cluster 18964,106,accessory
18965,Cluster 18965,1,unique
18966,Cluster 18966,18,unique
18967,Cluster 18967,6,unique
18968,Cluster 18968,3,unique
18969,Cluster 18969,200,accessory
18970,Cluster 18970,124,accessory
18971,Cluster 18971,1327,core
18972,Cluster 18972,3,unique
18973,Cluster 18973,1,unique
18974,Cluster 18974,5,unique
18975,Cluster 18975,1,unique
18976,Cluster 18976,1,unique
18977,Cluster 18977,1,unique
18978,Cluster 18978,2,unique
18979,Cluster 18979,916,accessory
18980,Cluster 18980,1303,core
18981,Cluster 18981,1,unique
18982,Cluster 18982,2,unique
18983,Cluster 18983,4,unique
18984,Cluster 18984,4,unique
18985,Cluster 18985,4,unique
18986,Cluster 18986,4,unique
18987,Cluster 18987,4,unique
18988,Cluster 18988,4,unique
18989,Cluster 18989,4,unique
18990,Cluster 18990,2,unique
18991,Cluster 18991,1,unique
18992,Cluster 18992,6,unique
18993,Cluster 18993,2,unique
18994,Cluster 18994,3,unique
18995,Cluster 18995,5,unique
18996,Cluster 18996,1,unique
18997,Cluster 18997,7,unique
18998,Cluster 18998,1,unique
18999,Cluster 18999,1,unique
19000,Cluster 19000,3,unique
19001,Cluster 19001,11,unique
19002,Cluster 19002,13,unique
19003,Cluster 19003,1,unique
19004,Cluster 19004,1,unique
19005,Cluster 19005,288,accessory
19006,Cluster 19006,16,unique
19007,Cluster 19007,3,unique
19008,Cluster 19008,8,unique
19009,Cluster 19009,8,unique
19010,Cluster 19010,2,unique
19011,Cluster 19011,3,unique
19012,Cluster 19012,2,unique
19013,Cluster 19013,1,unique
19014,Cluster 19014,1,unique
19015,Cluster 19015,1,unique
19016,Cluster 19016,1,unique
19017,Cluster 19017,1,unique
19018,Cluster 19018,1,unique
19019,Cluster 19019,1,unique
19020,Cluster 19020,3,unique
19021,Cluster 19021,1,unique
19022,Cluster 19022,1,unique
19023,Cluster 19023,3,unique
19024,Cluster 19024,1,unique
19025,Cluster 19025,3,unique
19026,Cluster 19026,1,unique
19027,Cluster 19027,1,unique
19028,Cluster 19028,1,unique
19029,Cluster 19029,5,unique
19030,Cluster 19030,1268,accessory
19031,Cluster 19031,2,unique
19032,Cluster 19032,3,unique
19033,Cluster 19033,3,unique
19034,Cluster 19034,2,unique
19035,Cluster 19035,2,unique
19036,Cluster 19036,2,unique
19037,Cluster 19037,1,unique
19038,Cluster 19038,1,unique
19039,Cluster 19039,4,unique
19040,Cluster 19040,1,unique
19041,Cluster 19041,1326,core
19042,Cluster 19042,1310,core
19043,Cluster 19043,3,unique
19044,Cluster 19044,1213,accessory
19045,Cluster 19045,1317,core
19046,Cluster 19046,621,accessory
19047,Cluster 19047,15,unique
19048,Cluster 19048,1,unique
19049,Cluster 19049,8,unique
19050,Cluster 19050,214,accessory
19051,Cluster 19051,1,unique
19052,Cluster 19052,254,accessory
19053,Cluster 19053,5,unique
19054,Cluster 19054,23,unique
19055,Cluster 19055,11,unique
19056,Cluster 19056,49,unique
19057,Cluster 19057,458,accessory
19058,Cluster 19058,1,unique
19059,Cluster 19059,4,unique
19060,Cluster 19060,2,unique
19061,Cluster 19061,1,unique
19062,Cluster 19062,1,unique
19063,Cluster 19063,4,unique
19064,Cluster 19064,4,unique
19065,Cluster 19065,4,unique
19066,Cluster 19066,4,unique
19067,Cluster 19067,1,unique
19068,Cluster 19068,1,unique
19069,Cluster 19069,2,unique
19070,Cluster 19070,1,unique
19071,Cluster 19071,3,unique
19072,Cluster 19072,1,unique
19073,Cluster 19073,58,unique
19074,Cluster 19074,7,unique
19075,Cluster 19075,11,unique
19076,Cluster 19076,1,unique
19077,Cluster 19077,1,unique
19078,Cluster 19078,1,unique
19079,Cluster 19079,3,unique
19080,Cluster 19080,1,unique
19081,Cluster 19081,8,unique
19082,Cluster 19082,1,unique
19083,Cluster 19083,1,unique
19084,Cluster 19084,1,unique
19085,Cluster 19085,2,unique
19086,Cluster 19086,1,unique
19087,Cluster 19087,4,unique
19088,Cluster 19088,2,unique
19089,Cluster 19089,39,unique
19090,Cluster 19090,1085,accessory
19091,Cluster 19091,4,unique
19092,Cluster 19092,2,unique
19093,Cluster 19093,4,unique
19094,Cluster 19094,97,unique
19095,Cluster 19095,16,unique
19096,Cluster 19096,301,accessory
19097,Cluster 19097,1,unique
19098,Cluster 19098,14,unique
19099,Cluster 19099,2,unique
19100,Cluster 19100,2,unique
19101,Cluster 19101,2,unique
19102,Cluster 19102,9,unique
19103,Cluster 19103,175,accessory
19104,Cluster 19104,1,unique
19105,Cluster 19105,28,unique
19106,Cluster 19106,59,unique
19107,Cluster 19107,6,unique
19108,Cluster 19108,1,unique
19109,Cluster 19109,2,unique
19110,Cluster 19110,2,unique
19111,Cluster 19111,1,unique
19112,Cluster 19112,1,unique
19113,Cluster 19113,2,unique
19114,Cluster 19114,1,unique
19115,Cluster 19115,8,unique
19116,Cluster 19116,6,unique
19117,Cluster 19117,12,unique
19118,Cluster 19118,1,unique
19119,Cluster 19119,1,unique
19120,Cluster 19120,1,unique
19121,Cluster 19121,15,unique
19122,Cluster 19122,1,unique
19123,Cluster 19123,4,unique
19124,Cluster 19124,1311,core
19125,Cluster 19125,2,unique
19126,Cluster 19126,6,unique
19127,Cluster 19127,1,unique
19128,Cluster 19128,4,unique
19129,Cluster 19129,2,unique
19130,Cluster 19130,1,unique
19131,Cluster 19131,1,unique
19132,Cluster 19132,121,accessory
19133,Cluster 19133,3,unique
19134,Cluster 19134,42,unique
19135,Cluster 19135,1327,core
19136,Cluster 19136,326,accessory
19137,Cluster 19137,1,unique
19138,Cluster 19138,27,unique
19139,Cluster 19139,1,unique
19140,Cluster 19140,1,unique
19141,Cluster 19141,1,unique
19142,Cluster 19142,4,unique
19143,Cluster 19143,110,accessory
19144,Cluster 19144,16,unique
19145,Cluster 19145,50,unique
19146,Cluster 19146,93,unique
19147,Cluster 19147,85,unique
19148,Cluster 19148,26,unique
19149,Cluster 19149,459,accessory
19150,Cluster 19150,2,unique
19151,Cluster 19151,432,accessory
19152,Cluster 19152,6,unique
19153,Cluster 19153,1324,core
19154,Cluster 19154,115,accessory
19155,Cluster 19155,1,unique
19156,Cluster 19156,1,unique
19157,Cluster 19157,1,unique
19158,Cluster 19158,1,unique
19159,Cluster 19159,4,unique
19160,Cluster 19160,3,unique
19161,Cluster 19161,1,unique
19162,Cluster 19162,4,unique
19163,Cluster 19163,4,unique
19164,Cluster 19164,1326,core
19165,Cluster 19165,4,unique
19166,Cluster 19166,2,unique
19167,Cluster 19167,1,unique
19168,Cluster 19168,4,unique
19169,Cluster 19169,1,unique
19170,Cluster 19170,2,unique
19171,Cluster 19171,2,unique
19172,Cluster 19172,1,unique
19173,Cluster 19173,1,unique
19174,Cluster 19174,3,unique
19175,Cluster 19175,10,unique
19176,Cluster 19176,6,unique
19177,Cluster 19177,157,accessory
19178,Cluster 19178,1,unique
19179,Cluster 19179,3,unique
19180,Cluster 19180,436,accessory
19181,Cluster 19181,1112,accessory
19182,Cluster 19182,1316,core
19183,Cluster 19183,3,unique
19184,Cluster 19184,1300,core
19185,Cluster 19185,3,unique
19186,Cluster 19186,21,unique
19187,Cluster 19187,2,unique
19188,Cluster 19188,2,unique
19189,Cluster 19189,49,unique
19190,Cluster 19190,2,unique
19191,Cluster 19191,91,unique
19192,Cluster 19192,2,unique
19193,Cluster 19193,2,unique
19194,Cluster 19194,43,unique
19195,Cluster 19195,6,unique
19196,Cluster 19196,1008,accessory
19197,Cluster 19197,2,unique
19198,Cluster 19198,2,unique
19199,Cluster 19199,6,unique
19200,Cluster 19200,2,unique
19201,Cluster 19201,2,unique
19202,Cluster 19202,2,unique
19203,Cluster 19203,2,unique
19204,Cluster 19204,1,unique
19205,Cluster 19205,11,unique
19206,Cluster 19206,592,accessory
19207,Cluster 19207,3,unique
19208,Cluster 19208,7,unique
19209,Cluster 19209,1323,core
19210,Cluster 19210,11,unique
19211,Cluster 19211,1,unique
19212,Cluster 19212,87,unique
19213,Cluster 19213,1,unique
19214,Cluster 19214,1,unique
19215,Cluster 19215,8,unique
19216,Cluster 19216,14,unique
19217,Cluster 19217,12,unique
19218,Cluster 19218,1,unique
19219,Cluster 19219,2,unique
19220,Cluster 19220,11,unique
19221,Cluster 19221,2,unique
19222,Cluster 19222,1,unique
19223,Cluster 19223,1,unique
19224,Cluster 19224,4,unique
19225,Cluster 19225,1,unique
19226,Cluster 19226,1,unique
19227,Cluster 19227,5,unique
19228,Cluster 19228,2,unique
19229,Cluster 19229,1,unique
19230,Cluster 19230,1,unique
19231,Cluster 19231,2,unique
19232,Cluster 19232,3,unique
19233,Cluster 19233,1,unique
19234,Cluster 19234,1,unique
19235,Cluster 19235,2,unique
19236,Cluster 19236,3,unique
19237,Cluster 19237,3,unique
19238,Cluster 19238,2,unique
19239,Cluster 19239,1,unique
19240,Cluster 19240,1,unique
19241,Cluster 19241,1,unique
19242,Cluster 19242,1,unique
19243,Cluster 19243,1,unique
19244,Cluster 19244,33,unique
19245,Cluster 19245,1326,core
19246,Cluster 19246,249,accessory
19247,Cluster 19247,1326,core
19248,Cluster 19248,3,unique
19249,Cluster 19249,216,accessory
19250,Cluster 19250,110,accessory
19251,Cluster 19251,78,unique
19252,Cluster 19252,3,unique
19253,Cluster 19253,2,unique
19254,Cluster 19254,1,unique
19255,Cluster 19255,6,unique
19256,Cluster 19256,4,unique
19257,Cluster 19257,61,unique
19258,Cluster 19258,21,unique
19259,Cluster 19259,4,unique
19260,Cluster 19260,216,accessory
19261,Cluster 19261,1,unique
19262,Cluster 19262,1,unique
19263,Cluster 19263,8,unique
19264,Cluster 19264,9,unique
19265,Cluster 19265,1,unique
19266,Cluster 19266,3,unique
19267,Cluster 19267,1,unique
19268,Cluster 19268,4,unique
19269,Cluster 19269,1324,core
19270,Cluster 19270,2,unique
19271,Cluster 19271,10,unique
19272,Cluster 19272,367,accessory
19273,Cluster 19273,2,unique
19274,Cluster 19274,1226,accessory
19275,Cluster 19275,2,unique
19276,Cluster 19276,2,unique
19277,Cluster 19277,2,unique
19278,Cluster 19278,4,unique
19279,Cluster 19279,3,unique
19280,Cluster 19280,1,unique
19281,Cluster 19281,117,accessory
19282,Cluster 19282,100,unique
19283,Cluster 19283,1,unique
19284,Cluster 19284,3,unique
19285,Cluster 19285,1,unique
19286,Cluster 19286,14,unique
19287,Cluster 19287,2,unique
19288,Cluster 19288,2,unique
19289,Cluster 19289,2,unique
19290,Cluster 19290,8,unique
19291,Cluster 19291,1,unique
19292,Cluster 19292,17,unique
19293,Cluster 19293,111,accessory
