, ,Number of genomes
10187,Cluster 10187,1320
10188,Cluster 10188,2
10189,Cluster 10189,2
10190,Cluster 10190,5
10191,Cluster 10191,5
10192,Cluster 10192,3
10193,Cluster 10193,1320
10194,Cluster 10194,2
10195,Cluster 10195,111
10196,Cluster 10196,3
10197,Cluster 10197,3
10198,Cluster 10198,2
10199,Cluster 10199,3
10200,Cluster 10200,4
10201,Cluster 10201,2
10202,Cluster 10202,18
10203,Cluster 10203,3
10204,Cluster 10204,3
10205,Cluster 10205,2
10206,Cluster 10206,1
10207,Cluster 10207,4
10208,Cluster 10208,1
10209,Cluster 10209,2
10210,Cluster 10210,1
10211,Cluster 10211,3
10212,Cluster 10212,1
10213,Cluster 10213,2
10214,Cluster 10214,2
10215,Cluster 10215,17
10216,Cluster 10216,1320
10217,Cluster 10217,2
10218,Cluster 10218,1322
10219,Cluster 10219,1
10220,Cluster 10220,1323
10221,Cluster 10221,2
10222,Cluster 10222,1
10223,Cluster 10223,1304
10224,Cluster 10224,95
10225,Cluster 10225,1
10226,Cluster 10226,29
10227,Cluster 10227,10
10228,Cluster 10228,202
10229,Cluster 10229,60
10230,Cluster 10230,757
10231,Cluster 10231,26
10232,Cluster 10232,2
10233,Cluster 10233,1
10234,Cluster 10234,266
10235,Cluster 10235,31
10236,Cluster 10236,9
10237,Cluster 10237,7
10238,Cluster 10238,4
10239,Cluster 10239,4
10240,Cluster 10240,1327
10241,Cluster 10241,4
10242,Cluster 10242,1
10243,Cluster 10243,3
10244,Cluster 10244,1204
10245,Cluster 10245,1
10246,Cluster 10246,8
10247,Cluster 10247,24
10248,Cluster 10248,2
10249,Cluster 10249,3
10250,Cluster 10250,2
10251,Cluster 10251,3
10252,Cluster 10252,9
10253,Cluster 10253,1
10254,Cluster 10254,12
10255,Cluster 10255,2
10256,Cluster 10256,204
10257,Cluster 10257,3
10258,Cluster 10258,1
10259,Cluster 10259,1303
10260,Cluster 10260,1
10261,Cluster 10261,2
10262,Cluster 10262,2
10263,Cluster 10263,2
10264,Cluster 10264,3
10265,Cluster 10265,3
10266,Cluster 10266,2
10267,Cluster 10267,1
10268,Cluster 10268,114
10269,Cluster 10269,8
10270,Cluster 10270,1
10271,Cluster 10271,1
10272,Cluster 10272,1
10273,Cluster 10273,1
10274,Cluster 10274,309
10275,Cluster 10275,1317
10276,Cluster 10276,1303
10277,Cluster 10277,1327
10278,Cluster 10278,652
10279,Cluster 10279,506
10280,Cluster 10280,90
10281,Cluster 10281,4
10282,Cluster 10282,200
10283,Cluster 10283,2
10284,Cluster 10284,98
10285,Cluster 10285,59
10286,Cluster 10286,2
10287,Cluster 10287,1
10288,Cluster 10288,14
10289,Cluster 10289,6
10290,Cluster 10290,11
10291,Cluster 10291,1
10292,Cluster 10292,1
10293,Cluster 10293,5
10294,Cluster 10294,2
10295,Cluster 10295,4
10296,Cluster 10296,3
10297,Cluster 10297,1
10298,Cluster 10298,1322
10299,Cluster 10299,5
10300,Cluster 10300,5
10301,Cluster 10301,4
10302,Cluster 10302,2
10303,Cluster 10303,4
10304,Cluster 10304,3
10305,Cluster 10305,2
10306,Cluster 10306,1
10307,Cluster 10307,3
10308,Cluster 10308,5
10309,Cluster 10309,1
10310,Cluster 10310,1
10311,Cluster 10311,20
10312,Cluster 10312,1
10313,Cluster 10313,1
10314,Cluster 10314,2
10315,Cluster 10315,1
10316,Cluster 10316,6
10317,Cluster 10317,28
10318,Cluster 10318,4
10319,Cluster 10319,5
10320,Cluster 10320,2
10321,Cluster 10321,3
10322,Cluster 10322,9
10323,Cluster 10323,3
10324,Cluster 10324,2
10325,Cluster 10325,2
10326,Cluster 10326,20
10327,Cluster 10327,3
10328,Cluster 10328,4
10329,Cluster 10329,4
10330,Cluster 10330,2
10331,Cluster 10331,1326
10332,Cluster 10332,5
10333,Cluster 10333,1
10334,Cluster 10334,1
10335,Cluster 10335,1307
10336,Cluster 10336,2
10337,Cluster 10337,2
10338,Cluster 10338,1
10339,Cluster 10339,1
10340,Cluster 10340,2
10341,Cluster 10341,2
10342,Cluster 10342,65
10343,Cluster 10343,1
10344,Cluster 10344,1
10345,Cluster 10345,1
10346,Cluster 10346,1
10347,Cluster 10347,1
10348,Cluster 10348,13
10349,Cluster 10349,747
10350,Cluster 10350,1326
10351,Cluster 10351,386
10352,Cluster 10352,1323
10353,Cluster 10353,857
10354,Cluster 10354,505
10355,Cluster 10355,97
10356,Cluster 10356,203
10357,Cluster 10357,1287
10358,Cluster 10358,3
10359,Cluster 10359,2
10360,Cluster 10360,1
10361,Cluster 10361,236
10362,Cluster 10362,5
10363,Cluster 10363,1
10364,Cluster 10364,121
10365,Cluster 10365,1
10366,Cluster 10366,10
10367,Cluster 10367,1
10368,Cluster 10368,1
10369,Cluster 10369,15
10370,Cluster 10370,27
10371,Cluster 10371,4
10372,Cluster 10372,3
10373,Cluster 10373,4
10374,Cluster 10374,1
10375,Cluster 10375,3
10376,Cluster 10376,1
10377,Cluster 10377,5
10378,Cluster 10378,5
10379,Cluster 10379,1
10380,Cluster 10380,2
10381,Cluster 10381,2
10382,Cluster 10382,2
10383,Cluster 10383,1319
10384,Cluster 10384,2
10385,Cluster 10385,9
10386,Cluster 10386,44
10387,Cluster 10387,2
10388,Cluster 10388,15
10389,Cluster 10389,6
10390,Cluster 10390,9
10391,Cluster 10391,6
10392,Cluster 10392,2
10393,Cluster 10393,3
10394,Cluster 10394,2
10395,Cluster 10395,2
10396,Cluster 10396,314
10397,Cluster 10397,3
10398,Cluster 10398,1324
10399,Cluster 10399,4
10400,Cluster 10400,2
10401,Cluster 10401,1
10402,Cluster 10402,1
10403,Cluster 10403,1
10404,Cluster 10404,10
10405,Cluster 10405,1
10406,Cluster 10406,121
10407,Cluster 10407,1
10408,Cluster 10408,1
10409,Cluster 10409,1
10410,Cluster 10410,1327
10411,Cluster 10411,1
10412,Cluster 10412,1322
10413,Cluster 10413,1315
10414,Cluster 10414,212
10415,Cluster 10415,6
10416,Cluster 10416,1323
10417,Cluster 10417,1327
10418,Cluster 10418,1326
10419,Cluster 10419,1
10420,Cluster 10420,265
10421,Cluster 10421,82
10422,Cluster 10422,203
10423,Cluster 10423,21
10424,Cluster 10424,84
10425,Cluster 10425,25
10426,Cluster 10426,58
10427,Cluster 10427,2
10428,Cluster 10428,1
10429,Cluster 10429,5
10430,Cluster 10430,22
10431,Cluster 10431,31
10432,Cluster 10432,1
10433,Cluster 10433,194
10434,Cluster 10434,3
10435,Cluster 10435,1
10436,Cluster 10436,13
10437,Cluster 10437,8
10438,Cluster 10438,762
10439,Cluster 10439,1
10440,Cluster 10440,1327
10441,Cluster 10441,9
10442,Cluster 10442,1
10443,Cluster 10443,6
10444,Cluster 10444,1327
10445,Cluster 10445,2
10446,Cluster 10446,10
10447,Cluster 10447,26
10448,Cluster 10448,58
10449,Cluster 10449,3
10450,Cluster 10450,5
10451,Cluster 10451,1
10452,Cluster 10452,1
10453,Cluster 10453,12
10454,Cluster 10454,2
10455,Cluster 10455,4
10456,Cluster 10456,147
10457,Cluster 10457,486
10458,Cluster 10458,538
10459,Cluster 10459,2
10460,Cluster 10460,2
10461,Cluster 10461,6
10462,Cluster 10462,3
10463,Cluster 10463,2
10464,Cluster 10464,2
10465,Cluster 10465,9
10466,Cluster 10466,1
10467,Cluster 10467,1324
10468,Cluster 10468,11
10469,Cluster 10469,1
10470,Cluster 10470,1
10471,Cluster 10471,4
10472,Cluster 10472,1
10473,Cluster 10473,2
10474,Cluster 10474,1
10475,Cluster 10475,1
10476,Cluster 10476,1
10477,Cluster 10477,2
10478,Cluster 10478,1
10479,Cluster 10479,1
10480,Cluster 10480,1325
10481,Cluster 10481,1327
10482,Cluster 10482,35
10483,Cluster 10483,1317
10484,Cluster 10484,133
10485,Cluster 10485,1087
10486,Cluster 10486,7
10487,Cluster 10487,44
10488,Cluster 10488,20
10489,Cluster 10489,109
10490,Cluster 10490,12
10491,Cluster 10491,8
10492,Cluster 10492,1
10493,Cluster 10493,4
10494,Cluster 10494,2
10495,Cluster 10495,1318
10496,Cluster 10496,3
10497,Cluster 10497,16
10498,Cluster 10498,10
10499,Cluster 10499,1135
10500,Cluster 10500,8
10501,Cluster 10501,4
10502,Cluster 10502,4
10503,Cluster 10503,4
10504,Cluster 10504,4
10505,Cluster 10505,4
10506,Cluster 10506,4
10507,Cluster 10507,1312
10508,Cluster 10508,8
10509,Cluster 10509,1
10510,Cluster 10510,2
10511,Cluster 10511,1
10512,Cluster 10512,1
10513,Cluster 10513,2
10514,Cluster 10514,2
10515,Cluster 10515,121
10516,Cluster 10516,1327
10517,Cluster 10517,7
10518,Cluster 10518,2
10519,Cluster 10519,5
10520,Cluster 10520,800
10521,Cluster 10521,166
10522,Cluster 10522,1296
10523,Cluster 10523,2
10524,Cluster 10524,1
10525,Cluster 10525,2
10526,Cluster 10526,155
10527,Cluster 10527,1
10528,Cluster 10528,2
10529,Cluster 10529,2
10530,Cluster 10530,7
10531,Cluster 10531,1
10532,Cluster 10532,2
10533,Cluster 10533,3
10534,Cluster 10534,1
10535,Cluster 10535,1
10536,Cluster 10536,1
10537,Cluster 10537,1308
10538,Cluster 10538,6
10539,Cluster 10539,1317
10540,Cluster 10540,1301
10541,Cluster 10541,195
10542,Cluster 10542,288
10543,Cluster 10543,204
10544,Cluster 10544,67
10545,Cluster 10545,3
10546,Cluster 10546,198
10547,Cluster 10547,99
10548,Cluster 10548,5
10549,Cluster 10549,1
10550,Cluster 10550,205
10551,Cluster 10551,23
10552,Cluster 10552,3
10553,Cluster 10553,2
10554,Cluster 10554,1
10555,Cluster 10555,1
10556,Cluster 10556,1
10557,Cluster 10557,4
10558,Cluster 10558,1
10559,Cluster 10559,12
10560,Cluster 10560,4
10561,Cluster 10561,4
10562,Cluster 10562,1325
10563,Cluster 10563,4
10564,Cluster 10564,4
10565,Cluster 10565,11
10566,Cluster 10566,3
10567,Cluster 10567,2
10568,Cluster 10568,3
10569,Cluster 10569,13
10570,Cluster 10570,1291
10571,Cluster 10571,42
10572,Cluster 10572,5
10573,Cluster 10573,1
10574,Cluster 10574,1318
10575,Cluster 10575,11
10576,Cluster 10576,1
10577,Cluster 10577,99
10578,Cluster 10578,4
10579,Cluster 10579,1
10580,Cluster 10580,7
10581,Cluster 10581,13
10582,Cluster 10582,3
10583,Cluster 10583,5
10584,Cluster 10584,368
10585,Cluster 10585,12
10586,Cluster 10586,1
10587,Cluster 10587,12
10588,Cluster 10588,8
10589,Cluster 10589,1
10590,Cluster 10590,2
10591,Cluster 10591,3
10592,Cluster 10592,4
10593,Cluster 10593,1
10594,Cluster 10594,1
10595,Cluster 10595,3
10596,Cluster 10596,3
10597,Cluster 10597,2
10598,Cluster 10598,2
10599,Cluster 10599,2
10600,Cluster 10600,1
10601,Cluster 10601,2
10602,Cluster 10602,2
10603,Cluster 10603,856
10604,Cluster 10604,6
10605,Cluster 10605,1314
10606,Cluster 10606,1163
10607,Cluster 10607,1316
10608,Cluster 10608,1314
10609,Cluster 10609,1320
10610,Cluster 10610,1322
10611,Cluster 10611,1195
10612,Cluster 10612,365
10613,Cluster 10613,261
10614,Cluster 10614,1
10615,Cluster 10615,1326
10616,Cluster 10616,3
10617,Cluster 10617,1169
10618,Cluster 10618,5
10619,Cluster 10619,5
10620,Cluster 10620,112
10621,Cluster 10621,1
10622,Cluster 10622,1
10623,Cluster 10623,2
10624,Cluster 10624,19
10625,Cluster 10625,1
10626,Cluster 10626,1
10627,Cluster 10627,21
10628,Cluster 10628,25
10629,Cluster 10629,1
10630,Cluster 10630,1
10631,Cluster 10631,4
10632,Cluster 10632,4
10633,Cluster 10633,1
10634,Cluster 10634,4
10635,Cluster 10635,1327
10636,Cluster 10636,1314
10637,Cluster 10637,4
10638,Cluster 10638,1
10639,Cluster 10639,99
10640,Cluster 10640,3
10641,Cluster 10641,1
10642,Cluster 10642,1
10643,Cluster 10643,1
10644,Cluster 10644,1
10645,Cluster 10645,41
10646,Cluster 10646,11
10647,Cluster 10647,2
10648,Cluster 10648,18
10649,Cluster 10649,155
10650,Cluster 10650,2
10651,Cluster 10651,4
10652,Cluster 10652,8
10653,Cluster 10653,1
10654,Cluster 10654,1326
10655,Cluster 10655,3
10656,Cluster 10656,1
10657,Cluster 10657,62
10658,Cluster 10658,2
10659,Cluster 10659,2
10660,Cluster 10660,8
10661,Cluster 10661,1
10662,Cluster 10662,2
10663,Cluster 10663,1
10664,Cluster 10664,1
10665,Cluster 10665,1
10666,Cluster 10666,1
10667,Cluster 10667,1
10668,Cluster 10668,6
10669,Cluster 10669,1294
10670,Cluster 10670,1316
10671,Cluster 10671,7
10672,Cluster 10672,743
10673,Cluster 10673,213
10674,Cluster 10674,31
10675,Cluster 10675,9
10676,Cluster 10676,3
10677,Cluster 10677,55
10678,Cluster 10678,2
10679,Cluster 10679,1
10680,Cluster 10680,15
10681,Cluster 10681,39
10682,Cluster 10682,4
10683,Cluster 10683,1
10684,Cluster 10684,4
10685,Cluster 10685,4
10686,Cluster 10686,4
10687,Cluster 10687,1
10688,Cluster 10688,7
10689,Cluster 10689,2
10690,Cluster 10690,1
10691,Cluster 10691,1
10692,Cluster 10692,19
10693,Cluster 10693,3
10694,Cluster 10694,1
10695,Cluster 10695,1
10696,Cluster 10696,2
10697,Cluster 10697,529
10698,Cluster 10698,2
10699,Cluster 10699,1
10700,Cluster 10700,19
10701,Cluster 10701,93
10702,Cluster 10702,4
10703,Cluster 10703,124
10704,Cluster 10704,2
10705,Cluster 10705,4
10706,Cluster 10706,4
10707,Cluster 10707,4
10708,Cluster 10708,4
10709,Cluster 10709,5
10710,Cluster 10710,1
10711,Cluster 10711,77
10712,Cluster 10712,1
10713,Cluster 10713,3
10714,Cluster 10714,345
10715,Cluster 10715,1
10716,Cluster 10716,3
10717,Cluster 10717,1
10718,Cluster 10718,2
10719,Cluster 10719,1
10720,Cluster 10720,2
10721,Cluster 10721,3
10722,Cluster 10722,2
10723,Cluster 10723,11
10724,Cluster 10724,2
10725,Cluster 10725,2
10726,Cluster 10726,4
10727,Cluster 10727,1317
10728,Cluster 10728,1327
10729,Cluster 10729,1327
10730,Cluster 10730,1323
10731,Cluster 10731,1327
10732,Cluster 10732,1322
10733,Cluster 10733,1
10734,Cluster 10734,3
10735,Cluster 10735,1322
10736,Cluster 10736,2
10737,Cluster 10737,1
10738,Cluster 10738,1
10739,Cluster 10739,21
10740,Cluster 10740,4
10741,Cluster 10741,1
10742,Cluster 10742,174
10743,Cluster 10743,4
10744,Cluster 10744,4
10745,Cluster 10745,4
10746,Cluster 10746,1272
10747,Cluster 10747,2
10748,Cluster 10748,4
10749,Cluster 10749,6
10750,Cluster 10750,1
10751,Cluster 10751,23
10752,Cluster 10752,1
10753,Cluster 10753,7
10754,Cluster 10754,18
10755,Cluster 10755,19
10756,Cluster 10756,4
10757,Cluster 10757,1
10758,Cluster 10758,19
10759,Cluster 10759,75
10760,Cluster 10760,10
10761,Cluster 10761,1
10762,Cluster 10762,4
10763,Cluster 10763,3
10764,Cluster 10764,1
10765,Cluster 10765,1
10766,Cluster 10766,1
10767,Cluster 10767,1
10768,Cluster 10768,1
10769,Cluster 10769,2
10770,Cluster 10770,1
10771,Cluster 10771,1
10772,Cluster 10772,2
10773,Cluster 10773,1
10774,Cluster 10774,206
10775,Cluster 10775,1
10776,Cluster 10776,19
10777,Cluster 10777,3
10778,Cluster 10778,1
10779,Cluster 10779,1203
10780,Cluster 10780,1321
10781,Cluster 10781,1149
10782,Cluster 10782,1264
10783,Cluster 10783,13
10784,Cluster 10784,12
10785,Cluster 10785,1
10786,Cluster 10786,10
10787,Cluster 10787,4
10788,Cluster 10788,44
10789,Cluster 10789,1
10790,Cluster 10790,4
10791,Cluster 10791,4
10792,Cluster 10792,4
10793,Cluster 10793,4
10794,Cluster 10794,4
10795,Cluster 10795,4
10796,Cluster 10796,4
10797,Cluster 10797,4
10798,Cluster 10798,2
10799,Cluster 10799,51
10800,Cluster 10800,21
10801,Cluster 10801,990
10802,Cluster 10802,1
10803,Cluster 10803,18
10804,Cluster 10804,1
10805,Cluster 10805,64
10806,Cluster 10806,3
10807,Cluster 10807,2
10808,Cluster 10808,14
10809,Cluster 10809,2
10810,Cluster 10810,156
10811,Cluster 10811,2
10812,Cluster 10812,6
10813,Cluster 10813,3
10814,Cluster 10814,2
10815,Cluster 10815,3
10816,Cluster 10816,2
10817,Cluster 10817,2
10818,Cluster 10818,2
10819,Cluster 10819,2
10820,Cluster 10820,2
10821,Cluster 10821,24
10822,Cluster 10822,1
10823,Cluster 10823,5
10824,Cluster 10824,116
10825,Cluster 10825,3
10826,Cluster 10826,8
10827,Cluster 10827,1
10828,Cluster 10828,7
10829,Cluster 10829,1
10830,Cluster 10830,2
10831,Cluster 10831,1
10832,Cluster 10832,1319
10833,Cluster 10833,1
10834,Cluster 10834,1326
10835,Cluster 10835,1
10836,Cluster 10836,2
10837,Cluster 10837,1318
10838,Cluster 10838,2
10839,Cluster 10839,1
10840,Cluster 10840,1327
10841,Cluster 10841,1322
10842,Cluster 10842,135
10843,Cluster 10843,1
10844,Cluster 10844,2
10845,Cluster 10845,36
10846,Cluster 10846,1241
10847,Cluster 10847,2
10848,Cluster 10848,76
10849,Cluster 10849,825
10850,Cluster 10850,1
10851,Cluster 10851,2
10852,Cluster 10852,1
10853,Cluster 10853,6
10854,Cluster 10854,1
10855,Cluster 10855,1326
10856,Cluster 10856,4
10857,Cluster 10857,4
10858,Cluster 10858,1
10859,Cluster 10859,820
10860,Cluster 10860,29
10861,Cluster 10861,5
10862,Cluster 10862,1
10863,Cluster 10863,1
10864,Cluster 10864,2
10865,Cluster 10865,3
10866,Cluster 10866,1
10867,Cluster 10867,9
10868,Cluster 10868,26
10869,Cluster 10869,2
10870,Cluster 10870,3
10871,Cluster 10871,2
10872,Cluster 10872,9
10873,Cluster 10873,14
10874,Cluster 10874,1
10875,Cluster 10875,1
10876,Cluster 10876,2
10877,Cluster 10877,6
10878,Cluster 10878,2
10879,Cluster 10879,1321
10880,Cluster 10880,4
10881,Cluster 10881,4
10882,Cluster 10882,7
10883,Cluster 10883,1
10884,Cluster 10884,1
10885,Cluster 10885,327
10886,Cluster 10886,2
10887,Cluster 10887,2
10888,Cluster 10888,1
10889,Cluster 10889,6
10890,Cluster 10890,4
10891,Cluster 10891,2
10892,Cluster 10892,1
10893,Cluster 10893,1
10894,Cluster 10894,1
10895,Cluster 10895,1
10896,Cluster 10896,3
10897,Cluster 10897,1299
10898,Cluster 10898,1322
10899,Cluster 10899,67
10900,Cluster 10900,3
10901,Cluster 10901,4
10902,Cluster 10902,82
10903,Cluster 10903,1
10904,Cluster 10904,6
10905,Cluster 10905,1
10906,Cluster 10906,4
10907,Cluster 10907,1
10908,Cluster 10908,4
10909,Cluster 10909,4
10910,Cluster 10910,2
10911,Cluster 10911,1
10912,Cluster 10912,1
10913,Cluster 10913,2
10914,Cluster 10914,94
10915,Cluster 10915,3
10916,Cluster 10916,8
10917,Cluster 10917,2
10918,Cluster 10918,4
10919,Cluster 10919,2
10920,Cluster 10920,2
10921,Cluster 10921,2
10922,Cluster 10922,1306
10923,Cluster 10923,1
10924,Cluster 10924,1
10925,Cluster 10925,12
10926,Cluster 10926,1322
10927,Cluster 10927,7
10928,Cluster 10928,1
10929,Cluster 10929,2
10930,Cluster 10930,5
10931,Cluster 10931,1
10932,Cluster 10932,2
10933,Cluster 10933,567
10934,Cluster 10934,2
10935,Cluster 10935,1
10936,Cluster 10936,1
10937,Cluster 10937,1
10938,Cluster 10938,3
10939,Cluster 10939,1
10940,Cluster 10940,1
10941,Cluster 10941,4
10942,Cluster 10942,3
10943,Cluster 10943,1320
10944,Cluster 10944,1320
10945,Cluster 10945,425
10946,Cluster 10946,867
10947,Cluster 10947,1
10948,Cluster 10948,7
10949,Cluster 10949,4
10950,Cluster 10950,57
10951,Cluster 10951,1325
10952,Cluster 10952,1321
10953,Cluster 10953,15
10954,Cluster 10954,1
10955,Cluster 10955,53
10956,Cluster 10956,18
10957,Cluster 10957,11
10958,Cluster 10958,17
10959,Cluster 10959,1
10960,Cluster 10960,85
10961,Cluster 10961,2
10962,Cluster 10962,4
10963,Cluster 10963,1
10964,Cluster 10964,2
10965,Cluster 10965,2
10966,Cluster 10966,4
10967,Cluster 10967,4
10968,Cluster 10968,1
10969,Cluster 10969,1
10970,Cluster 10970,1
10971,Cluster 10971,4
10972,Cluster 10972,12
10973,Cluster 10973,1
10974,Cluster 10974,2
10975,Cluster 10975,1
10976,Cluster 10976,3
10977,Cluster 10977,1278
10978,Cluster 10978,104
10979,Cluster 10979,3
10980,Cluster 10980,3
10981,Cluster 10981,2
10982,Cluster 10982,4
10983,Cluster 10983,19
10984,Cluster 10984,2
10985,Cluster 10985,88
10986,Cluster 10986,3
10987,Cluster 10987,3
10988,Cluster 10988,2
10989,Cluster 10989,4
10990,Cluster 10990,2
10991,Cluster 10991,2
10992,Cluster 10992,1
10993,Cluster 10993,1
10994,Cluster 10994,1297
10995,Cluster 10995,23
10996,Cluster 10996,1
10997,Cluster 10997,1028
10998,Cluster 10998,17
10999,Cluster 10999,1149
11000,Cluster 11000,1
11001,Cluster 11001,1
11002,Cluster 11002,3
11003,Cluster 11003,2
11004,Cluster 11004,1
11005,Cluster 11005,1
11006,Cluster 11006,1319
11007,Cluster 11007,1327
11008,Cluster 11008,1322
11009,Cluster 11009,1309
11010,Cluster 11010,55
11011,Cluster 11011,1313
11012,Cluster 11012,415
11013,Cluster 11013,2
11014,Cluster 11014,1321
11015,Cluster 11015,1
11016,Cluster 11016,1
11017,Cluster 11017,212
11018,Cluster 11018,1321
11019,Cluster 11019,8
11020,Cluster 11020,110
11021,Cluster 11021,16
11022,Cluster 11022,60
11023,Cluster 11023,5
11024,Cluster 11024,10
11025,Cluster 11025,34
11026,Cluster 11026,11
11027,Cluster 11027,1
11028,Cluster 11028,4
11029,Cluster 11029,1
11030,Cluster 11030,4
11031,Cluster 11031,4
11032,Cluster 11032,1
11033,Cluster 11033,4
11034,Cluster 11034,4
11035,Cluster 11035,5
11036,Cluster 11036,1
11037,Cluster 11037,5
11038,Cluster 11038,1
11039,Cluster 11039,2
11040,Cluster 11040,2
11041,Cluster 11041,1
11042,Cluster 11042,1318
11043,Cluster 11043,2
11044,Cluster 11044,256
11045,Cluster 11045,4
11046,Cluster 11046,3
11047,Cluster 11047,3
11048,Cluster 11048,4
11049,Cluster 11049,1
11050,Cluster 11050,1
11051,Cluster 11051,2
11052,Cluster 11052,6
11053,Cluster 11053,1
11054,Cluster 11054,2
11055,Cluster 11055,4
11056,Cluster 11056,2
11057,Cluster 11057,1
11058,Cluster 11058,5
11059,Cluster 11059,1
11060,Cluster 11060,1326
11061,Cluster 11061,1326
11062,Cluster 11062,32
11063,Cluster 11063,46
11064,Cluster 11064,286
11065,Cluster 11065,99
11066,Cluster 11066,93
11067,Cluster 11067,149
11068,Cluster 11068,60
11069,Cluster 11069,61
11070,Cluster 11070,95
11071,Cluster 11071,9
11072,Cluster 11072,1
11073,Cluster 11073,2
11074,Cluster 11074,4
11075,Cluster 11075,4
11076,Cluster 11076,1327
11077,Cluster 11077,4
11078,Cluster 11078,2
11079,Cluster 11079,2
11080,Cluster 11080,4
11081,Cluster 11081,1
11082,Cluster 11082,1
11083,Cluster 11083,8
11084,Cluster 11084,2
11085,Cluster 11085,25
11086,Cluster 11086,43
11087,Cluster 11087,3
11088,Cluster 11088,1151
11089,Cluster 11089,1326
11090,Cluster 11090,3
11091,Cluster 11091,12
11092,Cluster 11092,2
11093,Cluster 11093,1
11094,Cluster 11094,8
11095,Cluster 11095,2
11096,Cluster 11096,2
11097,Cluster 11097,2
11098,Cluster 11098,27
11099,Cluster 11099,40
11100,Cluster 11100,17
11101,Cluster 11101,8
11102,Cluster 11102,6
11103,Cluster 11103,3
11104,Cluster 11104,4
11105,Cluster 11105,8
11106,Cluster 11106,1
11107,Cluster 11107,1
11108,Cluster 11108,73
11109,Cluster 11109,1
11110,Cluster 11110,1
11111,Cluster 11111,1
11112,Cluster 11112,2
11113,Cluster 11113,1
11114,Cluster 11114,16
11115,Cluster 11115,16
11116,Cluster 11116,3
11117,Cluster 11117,1
11118,Cluster 11118,2
11119,Cluster 11119,1
11120,Cluster 11120,1
11121,Cluster 11121,1311
11122,Cluster 11122,1320
11123,Cluster 11123,1317
11124,Cluster 11124,1324
11125,Cluster 11125,745
11126,Cluster 11126,1317
11127,Cluster 11127,2
11128,Cluster 11128,102
11129,Cluster 11129,26
11130,Cluster 11130,86
11131,Cluster 11131,114
11132,Cluster 11132,188
11133,Cluster 11133,4
11134,Cluster 11134,4
11135,Cluster 11135,4
11136,Cluster 11136,1324
11137,Cluster 11137,4
11138,Cluster 11138,1327
11139,Cluster 11139,1
11140,Cluster 11140,1
11141,Cluster 11141,3
11142,Cluster 11142,1
11143,Cluster 11143,7
11144,Cluster 11144,1
11145,Cluster 11145,2
11146,Cluster 11146,1
11147,Cluster 11147,3
11148,Cluster 11148,1
11149,Cluster 11149,1319
11150,Cluster 11150,2
11151,Cluster 11151,2
11152,Cluster 11152,120
11153,Cluster 11153,8
11154,Cluster 11154,8
11155,Cluster 11155,2
11156,Cluster 11156,4
11157,Cluster 11157,2
11158,Cluster 11158,2
11159,Cluster 11159,1
11160,Cluster 11160,94
11161,Cluster 11161,181
11162,Cluster 11162,1
11163,Cluster 11163,1058
11164,Cluster 11164,2
11165,Cluster 11165,1323
11166,Cluster 11166,1
11167,Cluster 11167,14
11168,Cluster 11168,1
11169,Cluster 11169,1
11170,Cluster 11170,1319
11171,Cluster 11171,1325
11172,Cluster 11172,1325
11173,Cluster 11173,1280
11174,Cluster 11174,1322
11175,Cluster 11175,1248
11176,Cluster 11176,1279
11177,Cluster 11177,195
11178,Cluster 11178,61
11179,Cluster 11179,1
11180,Cluster 11180,103
11181,Cluster 11181,1
11182,Cluster 11182,16
11183,Cluster 11183,1
