, ,Number of genomes
25032,Cluster 25032,1956
25033,Cluster 25033,1970
25034,Cluster 25034,1970
25035,Cluster 25035,1969
25036,Cluster 25036,71
25037,Cluster 25037,1964
25038,Cluster 25038,1965
25039,Cluster 25039,1964
25040,Cluster 25040,558
25041,Cluster 25041,497
25042,Cluster 25042,14
25043,Cluster 25043,238
25044,Cluster 25044,93
25045,Cluster 25045,3
25046,Cluster 25046,2
25047,Cluster 25047,3
25048,Cluster 25048,1960
25049,Cluster 25049,2
25050,Cluster 25050,1
25051,Cluster 25051,2
25052,Cluster 25052,2
25053,Cluster 25053,3
25054,Cluster 25054,1
25055,Cluster 25055,448
25056,Cluster 25056,1
25057,Cluster 25057,8
25058,Cluster 25058,4
25059,Cluster 25059,302
25060,Cluster 25060,75
25061,Cluster 25061,8
25062,Cluster 25062,11
25063,Cluster 25063,269
25064,Cluster 25064,25
25065,Cluster 25065,124
25066,Cluster 25066,53
25067,Cluster 25067,24
25068,Cluster 25068,5
25069,Cluster 25069,27
25070,Cluster 25070,30
25071,Cluster 25071,189
25072,Cluster 25072,1
25073,Cluster 25073,3
25074,Cluster 25074,10
25075,Cluster 25075,42
25076,Cluster 25076,29
25077,Cluster 25077,2
25078,Cluster 25078,1
25079,Cluster 25079,195
25080,Cluster 25080,8
25081,Cluster 25081,5
25082,Cluster 25082,14
25083,Cluster 25083,66
25084,Cluster 25084,4
25085,Cluster 25085,5
25086,Cluster 25086,5
25087,Cluster 25087,1081
25088,Cluster 25088,2
25089,Cluster 25089,1
25090,Cluster 25090,5
25091,Cluster 25091,1
25092,Cluster 25092,6
25093,Cluster 25093,5
25094,Cluster 25094,2
25095,Cluster 25095,4
25096,Cluster 25096,8
25097,Cluster 25097,4
25098,Cluster 25098,21
25099,Cluster 25099,2
25100,Cluster 25100,1
25101,Cluster 25101,23
25102,Cluster 25102,3
25103,Cluster 25103,7
25104,Cluster 25104,3
25105,Cluster 25105,4
25106,Cluster 25106,1
25107,Cluster 25107,14
25108,Cluster 25108,2
25109,Cluster 25109,1
25110,Cluster 25110,2
25111,Cluster 25111,1
25112,Cluster 25112,3
25113,Cluster 25113,1
25114,Cluster 25114,2
25115,Cluster 25115,14
25116,Cluster 25116,1
25117,Cluster 25117,1
25118,Cluster 25118,1
25119,Cluster 25119,2
25120,Cluster 25120,4
25121,Cluster 25121,1
25122,Cluster 25122,1
25123,Cluster 25123,3
25124,Cluster 25124,2
25125,Cluster 25125,1
25126,Cluster 25126,1
25127,Cluster 25127,1
25128,Cluster 25128,5
25129,Cluster 25129,1
25130,Cluster 25130,1
25131,Cluster 25131,1
25132,Cluster 25132,1
25133,Cluster 25133,2
25134,Cluster 25134,18
25135,Cluster 25135,3
25136,Cluster 25136,1
25137,Cluster 25137,1
25138,Cluster 25138,39
25139,Cluster 25139,1
25140,Cluster 25140,1
25141,Cluster 25141,20
25142,Cluster 25142,1
25143,Cluster 25143,31
25144,Cluster 25144,1
25145,Cluster 25145,1
25146,Cluster 25146,1
25147,Cluster 25147,3
25148,Cluster 25148,3
25149,Cluster 25149,1969
25150,Cluster 25150,1
25151,Cluster 25151,10
25152,Cluster 25152,2
25153,Cluster 25153,2
25154,Cluster 25154,1
25155,Cluster 25155,1946
25156,Cluster 25156,1
25157,Cluster 25157,1
25158,Cluster 25158,2
25159,Cluster 25159,1
25160,Cluster 25160,1
25161,Cluster 25161,3
25162,Cluster 25162,1
25163,Cluster 25163,1
25164,Cluster 25164,1
25165,Cluster 25165,97
25166,Cluster 25166,3
25167,Cluster 25167,8
25168,Cluster 25168,3
25169,Cluster 25169,13
25170,Cluster 25170,3
25171,Cluster 25171,17
25172,Cluster 25172,762
25173,Cluster 25173,11
25174,Cluster 25174,1
25175,Cluster 25175,43
25176,Cluster 25176,10
25177,Cluster 25177,1967
25178,Cluster 25178,1968
25179,Cluster 25179,1970
25180,Cluster 25180,1967
25181,Cluster 25181,46
25182,Cluster 25182,418
25183,Cluster 25183,1970
25184,Cluster 25184,3
25185,Cluster 25185,3
25186,Cluster 25186,3
25187,Cluster 25187,3
25188,Cluster 25188,2
25189,Cluster 25189,2
25190,Cluster 25190,144
25191,Cluster 25191,2
25192,Cluster 25192,6
25193,Cluster 25193,2
25194,Cluster 25194,3
25195,Cluster 25195,1970
25196,Cluster 25196,669
25197,Cluster 25197,13
25198,Cluster 25198,53
25199,Cluster 25199,999
25200,Cluster 25200,1630
25201,Cluster 25201,249
25202,Cluster 25202,25
25203,Cluster 25203,16
25204,Cluster 25204,31
25205,Cluster 25205,1
25206,Cluster 25206,62
25207,Cluster 25207,56
25208,Cluster 25208,7
25209,Cluster 25209,17
25210,Cluster 25210,40
25211,Cluster 25211,1
25212,Cluster 25212,47
25213,Cluster 25213,1
25214,Cluster 25214,38
25215,Cluster 25215,84
25216,Cluster 25216,33
25217,Cluster 25217,1
25218,Cluster 25218,103
25219,Cluster 25219,325
25220,Cluster 25220,5
25221,Cluster 25221,1
25222,Cluster 25222,64
25223,Cluster 25223,9
25224,Cluster 25224,384
25225,Cluster 25225,25
25226,Cluster 25226,25
25227,Cluster 25227,7
25228,Cluster 25228,7
25229,Cluster 25229,1
25230,Cluster 25230,3
25231,Cluster 25231,1
25232,Cluster 25232,8
25233,Cluster 25233,88
25234,Cluster 25234,14
25235,Cluster 25235,2
25236,Cluster 25236,1
25237,Cluster 25237,1
25238,Cluster 25238,12
25239,Cluster 25239,2
25240,Cluster 25240,1
25241,Cluster 25241,222
25242,Cluster 25242,1
25243,Cluster 25243,1
25244,Cluster 25244,342
25245,Cluster 25245,1
25246,Cluster 25246,3
25247,Cluster 25247,1
25248,Cluster 25248,3
25249,Cluster 25249,7
25250,Cluster 25250,1970
25251,Cluster 25251,1
25252,Cluster 25252,1
25253,Cluster 25253,1432
25254,Cluster 25254,24
25255,Cluster 25255,2
25256,Cluster 25256,6
25257,Cluster 25257,1
25258,Cluster 25258,1
25259,Cluster 25259,1
25260,Cluster 25260,2
25261,Cluster 25261,1
25262,Cluster 25262,1
25263,Cluster 25263,4
25264,Cluster 25264,4
25265,Cluster 25265,1
25266,Cluster 25266,1
25267,Cluster 25267,1
25268,Cluster 25268,1
25269,Cluster 25269,1
25270,Cluster 25270,11
25271,Cluster 25271,12
25272,Cluster 25272,1
25273,Cluster 25273,1
25274,Cluster 25274,1
25275,Cluster 25275,1
25276,Cluster 25276,3
25277,Cluster 25277,1
25278,Cluster 25278,1
25279,Cluster 25279,1
25280,Cluster 25280,2
25281,Cluster 25281,1
25282,Cluster 25282,1
25283,Cluster 25283,1
25284,Cluster 25284,1
25285,Cluster 25285,3
25286,Cluster 25286,3
25287,Cluster 25287,7
25288,Cluster 25288,29
25289,Cluster 25289,1
25290,Cluster 25290,10
25291,Cluster 25291,2
25292,Cluster 25292,125
25293,Cluster 25293,3
25294,Cluster 25294,1
25295,Cluster 25295,1
25296,Cluster 25296,1
25297,Cluster 25297,2
25298,Cluster 25298,2
25299,Cluster 25299,1
25300,Cluster 25300,1
25301,Cluster 25301,1
25302,Cluster 25302,1
25303,Cluster 25303,1970
25304,Cluster 25304,1
25305,Cluster 25305,1
25306,Cluster 25306,12
25307,Cluster 25307,1
25308,Cluster 25308,10
25309,Cluster 25309,17
25310,Cluster 25310,2
25311,Cluster 25311,1
25312,Cluster 25312,10
25313,Cluster 25313,2
25314,Cluster 25314,5
25315,Cluster 25315,2
25316,Cluster 25316,1
25317,Cluster 25317,1
25318,Cluster 25318,1
25319,Cluster 25319,2
25320,Cluster 25320,1
25321,Cluster 25321,20
25322,Cluster 25322,1
25323,Cluster 25323,1
25324,Cluster 25324,21
25325,Cluster 25325,4
25326,Cluster 25326,113
25327,Cluster 25327,376
25328,Cluster 25328,1970
25329,Cluster 25329,1969
25330,Cluster 25330,72
25331,Cluster 25331,1970
25332,Cluster 25332,1970
25333,Cluster 25333,1435
25334,Cluster 25334,1968
25335,Cluster 25335,1970
25336,Cluster 25336,15
25337,Cluster 25337,5
25338,Cluster 25338,1253
25339,Cluster 25339,540
25340,Cluster 25340,2
25341,Cluster 25341,13
25342,Cluster 25342,2
25343,Cluster 25343,4
25344,Cluster 25344,2
25345,Cluster 25345,4
25346,Cluster 25346,4
25347,Cluster 25347,3
25348,Cluster 25348,3
25349,Cluster 25349,3
25350,Cluster 25350,3
25351,Cluster 25351,4
25352,Cluster 25352,1
25353,Cluster 25353,55
25354,Cluster 25354,5
25355,Cluster 25355,1969
25356,Cluster 25356,1
25357,Cluster 25357,39
25358,Cluster 25358,18
25359,Cluster 25359,9
25360,Cluster 25360,13
25361,Cluster 25361,2
25362,Cluster 25362,22
25363,Cluster 25363,9
25364,Cluster 25364,47
25365,Cluster 25365,6
25366,Cluster 25366,4
25367,Cluster 25367,8
25368,Cluster 25368,1970
25369,Cluster 25369,2
25370,Cluster 25370,4
25371,Cluster 25371,1
25372,Cluster 25372,2
25373,Cluster 25373,928
25374,Cluster 25374,6
25375,Cluster 25375,3
25376,Cluster 25376,14
25377,Cluster 25377,2
25378,Cluster 25378,6
25379,Cluster 25379,10
25380,Cluster 25380,4
25381,Cluster 25381,5
25382,Cluster 25382,2
25383,Cluster 25383,4
25384,Cluster 25384,3
25385,Cluster 25385,1
25386,Cluster 25386,9
25387,Cluster 25387,1965
25388,Cluster 25388,16
25389,Cluster 25389,1
25390,Cluster 25390,166
25391,Cluster 25391,1236
25392,Cluster 25392,3
25393,Cluster 25393,1
25394,Cluster 25394,10
25395,Cluster 25395,6
25396,Cluster 25396,1
25397,Cluster 25397,1
25398,Cluster 25398,11
25399,Cluster 25399,6
25400,Cluster 25400,1
25401,Cluster 25401,2
25402,Cluster 25402,1
25403,Cluster 25403,3
25404,Cluster 25404,58
25405,Cluster 25405,38
25406,Cluster 25406,2
25407,Cluster 25407,2
25408,Cluster 25408,1
25409,Cluster 25409,2
25410,Cluster 25410,1
25411,Cluster 25411,4
25412,Cluster 25412,3
25413,Cluster 25413,1
25414,Cluster 25414,7
25415,Cluster 25415,2
25416,Cluster 25416,1
25417,Cluster 25417,1
25418,Cluster 25418,1
25419,Cluster 25419,2
25420,Cluster 25420,3
25421,Cluster 25421,1
25422,Cluster 25422,1
25423,Cluster 25423,7
25424,Cluster 25424,1
25425,Cluster 25425,3
25426,Cluster 25426,1
25427,Cluster 25427,1
25428,Cluster 25428,13
25429,Cluster 25429,1
25430,Cluster 25430,1
25431,Cluster 25431,498
25432,Cluster 25432,2
25433,Cluster 25433,1
25434,Cluster 25434,8
25435,Cluster 25435,1
25436,Cluster 25436,1
25437,Cluster 25437,1
25438,Cluster 25438,1
25439,Cluster 25439,2
25440,Cluster 25440,2
25441,Cluster 25441,1
25442,Cluster 25442,1
25443,Cluster 25443,1
25444,Cluster 25444,2
25445,Cluster 25445,2
25446,Cluster 25446,1
25447,Cluster 25447,1
25448,Cluster 25448,1
25449,Cluster 25449,1
25450,Cluster 25450,1
25451,Cluster 25451,1
25452,Cluster 25452,14
25453,Cluster 25453,1
25454,Cluster 25454,1
25455,Cluster 25455,2
25456,Cluster 25456,1
25457,Cluster 25457,2
25458,Cluster 25458,8
25459,Cluster 25459,2
25460,Cluster 25460,1
25461,Cluster 25461,23
25462,Cluster 25462,1
25463,Cluster 25463,1
25464,Cluster 25464,11
25465,Cluster 25465,1
25466,Cluster 25466,5
25467,Cluster 25467,15
25468,Cluster 25468,1970
25469,Cluster 25469,357
25470,Cluster 25470,1970
25471,Cluster 25471,1956
25472,Cluster 25472,1964
25473,Cluster 25473,576
25474,Cluster 25474,1970
25475,Cluster 25475,3
25476,Cluster 25476,3
25477,Cluster 25477,82
25478,Cluster 25478,3
25479,Cluster 25479,4
25480,Cluster 25480,2
25481,Cluster 25481,3
25482,Cluster 25482,2
25483,Cluster 25483,9
25484,Cluster 25484,56
25485,Cluster 25485,4
25486,Cluster 25486,15
25487,Cluster 25487,1
25488,Cluster 25488,77
25489,Cluster 25489,339
25490,Cluster 25490,9
25491,Cluster 25491,27
25492,Cluster 25492,2
25493,Cluster 25493,226
25494,Cluster 25494,2
25495,Cluster 25495,8
25496,Cluster 25496,2
25497,Cluster 25497,47
25498,Cluster 25498,1939
25499,Cluster 25499,3
25500,Cluster 25500,2
25501,Cluster 25501,58
25502,Cluster 25502,3
25503,Cluster 25503,36
25504,Cluster 25504,3
25505,Cluster 25505,2
25506,Cluster 25506,37
25507,Cluster 25507,1
25508,Cluster 25508,10
25509,Cluster 25509,8
25510,Cluster 25510,10
25511,Cluster 25511,4
25512,Cluster 25512,3
25513,Cluster 25513,2
25514,Cluster 25514,1
25515,Cluster 25515,8
25516,Cluster 25516,1
25517,Cluster 25517,1
25518,Cluster 25518,2
25519,Cluster 25519,1
25520,Cluster 25520,5
25521,Cluster 25521,4
25522,Cluster 25522,1
25523,Cluster 25523,3
25524,Cluster 25524,13
25525,Cluster 25525,2
25526,Cluster 25526,1
25527,Cluster 25527,6
25528,Cluster 25528,2
25529,Cluster 25529,2
25530,Cluster 25530,2
25531,Cluster 25531,2
25532,Cluster 25532,3
25533,Cluster 25533,41
25534,Cluster 25534,3
25535,Cluster 25535,1
25536,Cluster 25536,1
25537,Cluster 25537,1
25538,Cluster 25538,51
25539,Cluster 25539,3
25540,Cluster 25540,1
25541,Cluster 25541,3
25542,Cluster 25542,1
25543,Cluster 25543,5
25544,Cluster 25544,1
25545,Cluster 25545,47
25546,Cluster 25546,2
25547,Cluster 25547,3
25548,Cluster 25548,1
25549,Cluster 25549,1
25550,Cluster 25550,3
25551,Cluster 25551,1
25552,Cluster 25552,2
25553,Cluster 25553,1
25554,Cluster 25554,2
25555,Cluster 25555,1
25556,Cluster 25556,1
25557,Cluster 25557,3
25558,Cluster 25558,3
25559,Cluster 25559,3
25560,Cluster 25560,32
25561,Cluster 25561,3
25562,Cluster 25562,1
25563,Cluster 25563,1
25564,Cluster 25564,3
25565,Cluster 25565,87
25566,Cluster 25566,1
25567,Cluster 25567,1934
25568,Cluster 25568,1
25569,Cluster 25569,2
25570,Cluster 25570,2
25571,Cluster 25571,13
25572,Cluster 25572,1
25573,Cluster 25573,1
25574,Cluster 25574,1
25575,Cluster 25575,1
25576,Cluster 25576,3
25577,Cluster 25577,3
25578,Cluster 25578,1966
25579,Cluster 25579,1
25580,Cluster 25580,2
25581,Cluster 25581,5
25582,Cluster 25582,4
25583,Cluster 25583,7
25584,Cluster 25584,112
25585,Cluster 25585,5
25586,Cluster 25586,1
25587,Cluster 25587,28
25588,Cluster 25588,1
25589,Cluster 25589,1
25590,Cluster 25590,1
25591,Cluster 25591,1
25592,Cluster 25592,1936
25593,Cluster 25593,4
25594,Cluster 25594,1
25595,Cluster 25595,1970
25596,Cluster 25596,1970
25597,Cluster 25597,807
25598,Cluster 25598,1970
25599,Cluster 25599,1970
25600,Cluster 25600,3
25601,Cluster 25601,1
25602,Cluster 25602,1
25603,Cluster 25603,2
25604,Cluster 25604,2
25605,Cluster 25605,3
25606,Cluster 25606,165
25607,Cluster 25607,8
25608,Cluster 25608,59
25609,Cluster 25609,45
25610,Cluster 25610,28
25611,Cluster 25611,271
25612,Cluster 25612,3
25613,Cluster 25613,4
25614,Cluster 25614,805
25615,Cluster 25615,574
25616,Cluster 25616,1
25617,Cluster 25617,11
25618,Cluster 25618,7
25619,Cluster 25619,1
25620,Cluster 25620,3
25621,Cluster 25621,80
25622,Cluster 25622,11
25623,Cluster 25623,15
25624,Cluster 25624,194
25625,Cluster 25625,14
25626,Cluster 25626,209
25627,Cluster 25627,1825
25628,Cluster 25628,5
25629,Cluster 25629,1
25630,Cluster 25630,1
25631,Cluster 25631,9
25632,Cluster 25632,14
25633,Cluster 25633,3
25634,Cluster 25634,1
25635,Cluster 25635,1
25636,Cluster 25636,1970
25637,Cluster 25637,1
25638,Cluster 25638,6
25639,Cluster 25639,1
25640,Cluster 25640,2
25641,Cluster 25641,3
25642,Cluster 25642,1
25643,Cluster 25643,1
25644,Cluster 25644,1
25645,Cluster 25645,6
25646,Cluster 25646,4
25647,Cluster 25647,3
25648,Cluster 25648,2
25649,Cluster 25649,4
25650,Cluster 25650,1
25651,Cluster 25651,1
25652,Cluster 25652,1
25653,Cluster 25653,1
25654,Cluster 25654,1
25655,Cluster 25655,1
25656,Cluster 25656,1
25657,Cluster 25657,160
25658,Cluster 25658,1
25659,Cluster 25659,1
25660,Cluster 25660,7
25661,Cluster 25661,12
25662,Cluster 25662,2
25663,Cluster 25663,3
25664,Cluster 25664,4
25665,Cluster 25665,2
25666,Cluster 25666,1
25667,Cluster 25667,1
25668,Cluster 25668,4
25669,Cluster 25669,3
25670,Cluster 25670,1
25671,Cluster 25671,3
25672,Cluster 25672,2
25673,Cluster 25673,1
25674,Cluster 25674,1
25675,Cluster 25675,1
25676,Cluster 25676,2
25677,Cluster 25677,1
25678,Cluster 25678,4
25679,Cluster 25679,1
25680,Cluster 25680,2
25681,Cluster 25681,1
25682,Cluster 25682,1
25683,Cluster 25683,2
25684,Cluster 25684,581
25685,Cluster 25685,1
25686,Cluster 25686,1
25687,Cluster 25687,1
25688,Cluster 25688,1
25689,Cluster 25689,1
25690,Cluster 25690,1963
25691,Cluster 25691,1
25692,Cluster 25692,1
25693,Cluster 25693,1
25694,Cluster 25694,3
25695,Cluster 25695,1969
25696,Cluster 25696,1
25697,Cluster 25697,1
25698,Cluster 25698,4
25699,Cluster 25699,12
25700,Cluster 25700,3
25701,Cluster 25701,141
25702,Cluster 25702,5
25703,Cluster 25703,34
25704,Cluster 25704,574
25705,Cluster 25705,2
25706,Cluster 25706,3
25707,Cluster 25707,2
25708,Cluster 25708,3
25709,Cluster 25709,2
25710,Cluster 25710,1
25711,Cluster 25711,1
25712,Cluster 25712,4
25713,Cluster 25713,8
25714,Cluster 25714,1955
25715,Cluster 25715,1
25716,Cluster 25716,1970
25717,Cluster 25717,1970
25718,Cluster 25718,1929
25719,Cluster 25719,1970
25720,Cluster 25720,1970
25721,Cluster 25721,2
25722,Cluster 25722,7
25723,Cluster 25723,672
25724,Cluster 25724,126
25725,Cluster 25725,474
25726,Cluster 25726,2
25727,Cluster 25727,9
25728,Cluster 25728,18
25729,Cluster 25729,23
25730,Cluster 25730,43
25731,Cluster 25731,13
25732,Cluster 25732,1
25733,Cluster 25733,442
25734,Cluster 25734,1934
25735,Cluster 25735,432
25736,Cluster 25736,150
25737,Cluster 25737,103
25738,Cluster 25738,1
25739,Cluster 25739,128
25740,Cluster 25740,2
25741,Cluster 25741,7
25742,Cluster 25742,2
25743,Cluster 25743,22
25744,Cluster 25744,1970
25745,Cluster 25745,85
25746,Cluster 25746,5
25747,Cluster 25747,17
25748,Cluster 25748,211
25749,Cluster 25749,48
25750,Cluster 25750,21
25751,Cluster 25751,1
25752,Cluster 25752,2
25753,Cluster 25753,71
25754,Cluster 25754,5
25755,Cluster 25755,13
25756,Cluster 25756,4
25757,Cluster 25757,24
25758,Cluster 25758,26
25759,Cluster 25759,13
25760,Cluster 25760,2
25761,Cluster 25761,32
25762,Cluster 25762,1
25763,Cluster 25763,3
25764,Cluster 25764,2
25765,Cluster 25765,25
25766,Cluster 25766,1
25767,Cluster 25767,14
25768,Cluster 25768,2
25769,Cluster 25769,2
25770,Cluster 25770,17
25771,Cluster 25771,1
25772,Cluster 25772,5
25773,Cluster 25773,2
25774,Cluster 25774,1
25775,Cluster 25775,4
25776,Cluster 25776,7
25777,Cluster 25777,7
25778,Cluster 25778,45
25779,Cluster 25779,2
25780,Cluster 25780,1
25781,Cluster 25781,2
25782,Cluster 25782,4
25783,Cluster 25783,1
25784,Cluster 25784,6
25785,Cluster 25785,2
25786,Cluster 25786,1
25787,Cluster 25787,1
25788,Cluster 25788,34
25789,Cluster 25789,1
25790,Cluster 25790,8
25791,Cluster 25791,1
25792,Cluster 25792,11
25793,Cluster 25793,2
25794,Cluster 25794,54
25795,Cluster 25795,433
25796,Cluster 25796,2
25797,Cluster 25797,2
25798,Cluster 25798,1
25799,Cluster 25799,1
25800,Cluster 25800,4
25801,Cluster 25801,2
25802,Cluster 25802,1
25803,Cluster 25803,6
25804,Cluster 25804,3
25805,Cluster 25805,2
25806,Cluster 25806,7
25807,Cluster 25807,2
25808,Cluster 25808,1
25809,Cluster 25809,3
25810,Cluster 25810,1
25811,Cluster 25811,9
25812,Cluster 25812,3
25813,Cluster 25813,1
25814,Cluster 25814,1
25815,Cluster 25815,4
25816,Cluster 25816,2
25817,Cluster 25817,2
25818,Cluster 25818,3
25819,Cluster 25819,1
25820,Cluster 25820,1
25821,Cluster 25821,1
25822,Cluster 25822,2
25823,Cluster 25823,1
25824,Cluster 25824,30
25825,Cluster 25825,1875
25826,Cluster 25826,13
25827,Cluster 25827,1
25828,Cluster 25828,13
25829,Cluster 25829,1
25830,Cluster 25830,1
25831,Cluster 25831,1
25832,Cluster 25832,1
25833,Cluster 25833,1
25834,Cluster 25834,1
25835,Cluster 25835,2
25836,Cluster 25836,1
25837,Cluster 25837,6
25838,Cluster 25838,1
25839,Cluster 25839,1
25840,Cluster 25840,1
25841,Cluster 25841,1964
25842,Cluster 25842,62
25843,Cluster 25843,2
25844,Cluster 25844,1
25845,Cluster 25845,1
25846,Cluster 25846,19
25847,Cluster 25847,35
25848,Cluster 25848,1
25849,Cluster 25849,6
25850,Cluster 25850,1
25851,Cluster 25851,4
25852,Cluster 25852,4
25853,Cluster 25853,2
25854,Cluster 25854,1
25855,Cluster 25855,6
25856,Cluster 25856,1
25857,Cluster 25857,1
25858,Cluster 25858,14
25859,Cluster 25859,1
25860,Cluster 25860,1
25861,Cluster 25861,1953
25862,Cluster 25862,2
25863,Cluster 25863,1959
25864,Cluster 25864,118
25865,Cluster 25865,1970
25866,Cluster 25866,3
25867,Cluster 25867,8
25868,Cluster 25868,2
25869,Cluster 25869,2
25870,Cluster 25870,1970
25871,Cluster 25871,1
25872,Cluster 25872,12
25873,Cluster 25873,8
25874,Cluster 25874,33
25875,Cluster 25875,9
25876,Cluster 25876,23
25877,Cluster 25877,1
25878,Cluster 25878,1
25879,Cluster 25879,85
25880,Cluster 25880,8
25881,Cluster 25881,9
25882,Cluster 25882,17
25883,Cluster 25883,14
25884,Cluster 25884,12
25885,Cluster 25885,28
25886,Cluster 25886,37
25887,Cluster 25887,5
25888,Cluster 25888,1
25889,Cluster 25889,38
25890,Cluster 25890,50
25891,Cluster 25891,2
25892,Cluster 25892,5
25893,Cluster 25893,9
25894,Cluster 25894,2
25895,Cluster 25895,1
25896,Cluster 25896,11
25897,Cluster 25897,3
25898,Cluster 25898,1
25899,Cluster 25899,13
25900,Cluster 25900,1
25901,Cluster 25901,1
25902,Cluster 25902,1
25903,Cluster 25903,1
25904,Cluster 25904,10
25905,Cluster 25905,3
25906,Cluster 25906,1
25907,Cluster 25907,1
25908,Cluster 25908,2
25909,Cluster 25909,6
25910,Cluster 25910,1
25911,Cluster 25911,1
25912,Cluster 25912,13
25913,Cluster 25913,6
25914,Cluster 25914,2
25915,Cluster 25915,1
25916,Cluster 25916,1
25917,Cluster 25917,2
25918,Cluster 25918,1927
25919,Cluster 25919,2
25920,Cluster 25920,7
25921,Cluster 25921,1
25922,Cluster 25922,1
25923,Cluster 25923,3
25924,Cluster 25924,262
25925,Cluster 25925,267
25926,Cluster 25926,1
25927,Cluster 25927,1
25928,Cluster 25928,5
25929,Cluster 25929,2
25930,Cluster 25930,5
25931,Cluster 25931,6
25932,Cluster 25932,1
25933,Cluster 25933,3
25934,Cluster 25934,4
25935,Cluster 25935,1
25936,Cluster 25936,3
25937,Cluster 25937,1
25938,Cluster 25938,26
25939,Cluster 25939,1
25940,Cluster 25940,1
25941,Cluster 25941,11
25942,Cluster 25942,2
25943,Cluster 25943,1
25944,Cluster 25944,1
25945,Cluster 25945,81
25946,Cluster 25946,3
25947,Cluster 25947,4
25948,Cluster 25948,3
25949,Cluster 25949,1
25950,Cluster 25950,2
25951,Cluster 25951,1
25952,Cluster 25952,1
25953,Cluster 25953,18
25954,Cluster 25954,1291
25955,Cluster 25955,8
25956,Cluster 25956,209
25957,Cluster 25957,1
25958,Cluster 25958,402
25959,Cluster 25959,1
25960,Cluster 25960,1
25961,Cluster 25961,1
25962,Cluster 25962,1
