, ,Number of genomes,gene_class
80236,Cluster 80236,2,unique
80237,Cluster 80237,4,unique
80238,Cluster 80238,1,unique
80239,Cluster 80239,1,unique
80240,Cluster 80240,1,unique
80241,Cluster 80241,1,unique
80242,Cluster 80242,1,unique
80243,Cluster 80243,1,unique
80244,Cluster 80244,1,unique
80245,Cluster 80245,1,unique
80246,Cluster 80246,9,unique
80247,Cluster 80247,1,unique
80248,Cluster 80248,1,unique
80249,Cluster 80249,1,unique
80250,Cluster 80250,1,unique
80251,Cluster 80251,1,unique
80252,Cluster 80252,1,unique
80253,Cluster 80253,1,unique
80254,Cluster 80254,1,unique
80255,Cluster 80255,1,unique
80256,Cluster 80256,1,unique
80257,Cluster 80257,1,unique
80258,Cluster 80258,1,unique
80259,Cluster 80259,2,unique
80260,Cluster 80260,2,unique
80261,Cluster 80261,4,unique
80262,Cluster 80262,1,unique
80263,Cluster 80263,4,unique
80264,Cluster 80264,23,unique
80265,Cluster 80265,3,unique
80266,Cluster 80266,1,unique
80267,Cluster 80267,1,unique
80268,Cluster 80268,20,unique
80269,Cluster 80269,1,unique
80270,Cluster 80270,2,unique
80271,Cluster 80271,1966,core
80272,Cluster 80272,1,unique
80273,Cluster 80273,1,unique
80274,Cluster 80274,24,unique
80275,Cluster 80275,114,unique
80276,Cluster 80276,1,unique
80277,Cluster 80277,1,unique
80278,Cluster 80278,1,unique
80279,Cluster 80279,1,unique
80280,Cluster 80280,1,unique
80281,Cluster 80281,3,unique
80282,Cluster 80282,1,unique
80283,Cluster 80283,975,accessory
80284,Cluster 80284,14,unique
80285,Cluster 80285,1,unique
80286,Cluster 80286,1,unique
80287,Cluster 80287,2,unique
80288,Cluster 80288,1,unique
80289,Cluster 80289,2,unique
80290,Cluster 80290,1565,accessory
80291,Cluster 80291,1,unique
80292,Cluster 80292,1,unique
80293,Cluster 80293,1,unique
80294,Cluster 80294,1,unique
80295,Cluster 80295,2,unique
80296,Cluster 80296,1,unique
80297,Cluster 80297,1,unique
80298,Cluster 80298,1,unique
80299,Cluster 80299,2,unique
80300,Cluster 80300,1,unique
80301,Cluster 80301,5,unique
80302,Cluster 80302,1,unique
80303,Cluster 80303,2,unique
80304,Cluster 80304,1,unique
80305,Cluster 80305,1,unique
80306,Cluster 80306,997,accessory
80307,Cluster 80307,4,unique
80308,Cluster 80308,1,unique
80309,Cluster 80309,1,unique
80310,Cluster 80310,4,unique
80311,Cluster 80311,3,unique
80312,Cluster 80312,1,unique
80313,Cluster 80313,1,unique
80314,Cluster 80314,276,accessory
80315,Cluster 80315,1,unique
80316,Cluster 80316,3,unique
80317,Cluster 80317,5,unique
80318,Cluster 80318,3,unique
80319,Cluster 80319,4,unique
80320,Cluster 80320,1,unique
80321,Cluster 80321,2,unique
80322,Cluster 80322,8,unique
80323,Cluster 80323,2,unique
80324,Cluster 80324,4,unique
80325,Cluster 80325,1,unique
80326,Cluster 80326,2,unique
80327,Cluster 80327,2,unique
80328,Cluster 80328,2,unique
80329,Cluster 80329,1,unique
80330,Cluster 80330,3,unique
80331,Cluster 80331,5,unique
80332,Cluster 80332,1,unique
80333,Cluster 80333,1,unique
80334,Cluster 80334,1,unique
80335,Cluster 80335,1,unique
80336,Cluster 80336,5,unique
80337,Cluster 80337,1,unique
80338,Cluster 80338,7,unique
80339,Cluster 80339,7,unique
80340,Cluster 80340,3,unique
80341,Cluster 80341,15,unique
80342,Cluster 80342,9,unique
80343,Cluster 80343,2,unique
80344,Cluster 80344,9,unique
80345,Cluster 80345,1,unique
80346,Cluster 80346,1,unique
80347,Cluster 80347,1,unique
80348,Cluster 80348,1,unique
80349,Cluster 80349,1,unique
80350,Cluster 80350,2,unique
80351,Cluster 80351,1,unique
80352,Cluster 80352,2,unique
80353,Cluster 80353,2,unique
80354,Cluster 80354,1,unique
80355,Cluster 80355,2,unique
80356,Cluster 80356,1,unique
80357,Cluster 80357,1,unique
80358,Cluster 80358,1,unique
80359,Cluster 80359,1,unique
80360,Cluster 80360,5,unique
80361,Cluster 80361,1,unique
80362,Cluster 80362,1,unique
80363,Cluster 80363,1,unique
80364,Cluster 80364,1,unique
80365,Cluster 80365,1,unique
80366,Cluster 80366,1,unique
80367,Cluster 80367,1,unique
80368,Cluster 80368,1,unique
80369,Cluster 80369,1,unique
80370,Cluster 80370,2,unique
80371,Cluster 80371,1,unique
80372,Cluster 80372,1,unique
80373,Cluster 80373,1,unique
80374,Cluster 80374,1,unique
80375,Cluster 80375,1,unique
80376,Cluster 80376,1,unique
80377,Cluster 80377,1,unique
80378,Cluster 80378,1,unique
80379,Cluster 80379,7,unique
80380,Cluster 80380,1,unique
80381,Cluster 80381,6,unique
80382,Cluster 80382,1,unique
80383,Cluster 80383,5,unique
80384,Cluster 80384,4,unique
80385,Cluster 80385,2,unique
80386,Cluster 80386,2,unique
80387,Cluster 80387,2,unique
80388,Cluster 80388,2,unique
80389,Cluster 80389,1,unique
80390,Cluster 80390,1,unique
80391,Cluster 80391,1,unique
80392,Cluster 80392,1,unique
80393,Cluster 80393,1,unique
80394,Cluster 80394,1,unique
80395,Cluster 80395,1,unique
80396,Cluster 80396,11,unique
80397,Cluster 80397,1,unique
80398,Cluster 80398,1,unique
80399,Cluster 80399,1,unique
80400,Cluster 80400,1,unique
80401,Cluster 80401,1,unique
80402,Cluster 80402,1,unique
80403,Cluster 80403,3,unique
80404,Cluster 80404,1,unique
80405,Cluster 80405,5,unique
80406,Cluster 80406,1,unique
80407,Cluster 80407,7,unique
80408,Cluster 80408,1,unique
80409,Cluster 80409,94,unique
80410,Cluster 80410,1,unique
80411,Cluster 80411,1,unique
80412,Cluster 80412,13,unique
80413,Cluster 80413,1,unique
80414,Cluster 80414,1,unique
80415,Cluster 80415,1,unique
80416,Cluster 80416,1,unique
80417,Cluster 80417,1,unique
80418,Cluster 80418,1,unique
80419,Cluster 80419,1,unique
80420,Cluster 80420,1,unique
80421,Cluster 80421,1,unique
80422,Cluster 80422,1,unique
80423,Cluster 80423,1,unique
80424,Cluster 80424,1,unique
80425,Cluster 80425,2,unique
80426,Cluster 80426,1,unique
80427,Cluster 80427,1,unique
80428,Cluster 80428,1,unique
80429,Cluster 80429,1,unique
80430,Cluster 80430,1,unique
80431,Cluster 80431,1,unique
80432,Cluster 80432,2,unique
80433,Cluster 80433,1,unique
80434,Cluster 80434,2,unique
80435,Cluster 80435,4,unique
80436,Cluster 80436,5,unique
80437,Cluster 80437,5,unique
80438,Cluster 80438,1,unique
80439,Cluster 80439,1,unique
80440,Cluster 80440,1,unique
80441,Cluster 80441,7,unique
80442,Cluster 80442,6,unique
80443,Cluster 80443,3,unique
80444,Cluster 80444,9,unique
80445,Cluster 80445,4,unique
80446,Cluster 80446,2,unique
80447,Cluster 80447,10,unique
80448,Cluster 80448,5,unique
80449,Cluster 80449,55,unique
80450,Cluster 80450,5,unique
80451,Cluster 80451,4,unique
80452,Cluster 80452,12,unique
80453,Cluster 80453,5,unique
80454,Cluster 80454,1,unique
80455,Cluster 80455,4,unique
80456,Cluster 80456,2,unique
80457,Cluster 80457,1,unique
80458,Cluster 80458,6,unique
80459,Cluster 80459,12,unique
80460,Cluster 80460,5,unique
80461,Cluster 80461,3,unique
80462,Cluster 80462,1,unique
80463,Cluster 80463,1,unique
80464,Cluster 80464,1,unique
80465,Cluster 80465,1,unique
80466,Cluster 80466,3,unique
80467,Cluster 80467,2,unique
80468,Cluster 80468,1,unique
80469,Cluster 80469,5,unique
80470,Cluster 80470,3,unique
80471,Cluster 80471,3,unique
80472,Cluster 80472,1,unique
80473,Cluster 80473,5,unique
80474,Cluster 80474,3,unique
80475,Cluster 80475,1,unique
80476,Cluster 80476,3,unique
80477,Cluster 80477,1,unique
80478,Cluster 80478,5,unique
80479,Cluster 80479,3,unique
80480,Cluster 80480,11,unique
80481,Cluster 80481,2,unique
80482,Cluster 80482,2,unique
80483,Cluster 80483,9,unique
80484,Cluster 80484,4,unique
80485,Cluster 80485,1,unique
80486,Cluster 80486,1,unique
80487,Cluster 80487,1,unique
80488,Cluster 80488,1,unique
80489,Cluster 80489,1,unique
80490,Cluster 80490,1,unique
80491,Cluster 80491,1,unique
80492,Cluster 80492,1,unique
80493,Cluster 80493,1,unique
80494,Cluster 80494,2,unique
80495,Cluster 80495,2,unique
80496,Cluster 80496,1,unique
80497,Cluster 80497,5,unique
80498,Cluster 80498,1,unique
80499,Cluster 80499,3,unique
80500,Cluster 80500,2,unique
80501,Cluster 80501,3,unique
80502,Cluster 80502,1,unique
80503,Cluster 80503,1,unique
80504,Cluster 80504,419,accessory
80505,Cluster 80505,2,unique
80506,Cluster 80506,1,unique
80507,Cluster 80507,5,unique
80508,Cluster 80508,1,unique
80509,Cluster 80509,1,unique
80510,Cluster 80510,3,unique
80511,Cluster 80511,9,unique
80512,Cluster 80512,3,unique
80513,Cluster 80513,1,unique
80514,Cluster 80514,12,unique
80515,Cluster 80515,1,unique
80516,Cluster 80516,2,unique
80517,Cluster 80517,1,unique
80518,Cluster 80518,6,unique
80519,Cluster 80519,1,unique
80520,Cluster 80520,1,unique
80521,Cluster 80521,1,unique
80522,Cluster 80522,1,unique
80523,Cluster 80523,1,unique
80524,Cluster 80524,1,unique
80525,Cluster 80525,1,unique
80526,Cluster 80526,2,unique
80527,Cluster 80527,5,unique
80528,Cluster 80528,2,unique
80529,Cluster 80529,1,unique
80530,Cluster 80530,1,unique
80531,Cluster 80531,1,unique
80532,Cluster 80532,1,unique
80533,Cluster 80533,413,accessory
80534,Cluster 80534,229,accessory
80535,Cluster 80535,1897,accessory
80536,Cluster 80536,1,unique
80537,Cluster 80537,410,accessory
80538,Cluster 80538,15,unique
80539,Cluster 80539,930,accessory
80540,Cluster 80540,433,accessory
80541,Cluster 80541,346,accessory
80542,Cluster 80542,439,accessory
80543,Cluster 80543,259,accessory
80544,Cluster 80544,31,unique
80545,Cluster 80545,95,unique
80546,Cluster 80546,201,accessory
80547,Cluster 80547,592,accessory
80548,Cluster 80548,446,accessory
80549,Cluster 80549,558,accessory
80550,Cluster 80550,2,unique
80551,Cluster 80551,2,unique
80552,Cluster 80552,1,unique
80553,Cluster 80553,2,unique
80554,Cluster 80554,1,unique
80555,Cluster 80555,1,unique
80556,Cluster 80556,1,unique
80557,Cluster 80557,1,unique
80558,Cluster 80558,1,unique
80559,Cluster 80559,2,unique
80560,Cluster 80560,1,unique
80561,Cluster 80561,1,unique
80562,Cluster 80562,122,unique
80563,Cluster 80563,11,unique
80564,Cluster 80564,1,unique
80565,Cluster 80565,23,unique
80566,Cluster 80566,762,accessory
80567,Cluster 80567,49,unique
80568,Cluster 80568,8,unique
80569,Cluster 80569,2,unique
80570,Cluster 80570,3,unique
80571,Cluster 80571,8,unique
80572,Cluster 80572,27,unique
80573,Cluster 80573,2,unique
80574,Cluster 80574,1,unique
80575,Cluster 80575,1,unique
80576,Cluster 80576,1,unique
80577,Cluster 80577,375,accessory
80578,Cluster 80578,43,unique
80579,Cluster 80579,1,unique
80580,Cluster 80580,85,unique
80581,Cluster 80581,84,unique
80582,Cluster 80582,261,accessory
80583,Cluster 80583,6,unique
80584,Cluster 80584,95,unique
80585,Cluster 80585,51,unique
80586,Cluster 80586,6,unique
80587,Cluster 80587,1,unique
80588,Cluster 80588,78,unique
80589,Cluster 80589,11,unique
80590,Cluster 80590,1,unique
80591,Cluster 80591,90,unique
80592,Cluster 80592,121,unique
80593,Cluster 80593,155,unique
80594,Cluster 80594,76,unique
80595,Cluster 80595,2,unique
80596,Cluster 80596,1,unique
80597,Cluster 80597,146,unique
80598,Cluster 80598,1,unique
80599,Cluster 80599,4,unique
80600,Cluster 80600,5,unique
80601,Cluster 80601,2,unique
80602,Cluster 80602,779,accessory
80603,Cluster 80603,3,unique
80604,Cluster 80604,1,unique
80605,Cluster 80605,139,unique
80606,Cluster 80606,558,accessory
80607,Cluster 80607,1,unique
80608,Cluster 80608,175,accessory
80609,Cluster 80609,11,unique
80610,Cluster 80610,85,unique
80611,Cluster 80611,27,unique
80612,Cluster 80612,2,unique
80613,Cluster 80613,35,unique
80614,Cluster 80614,94,unique
80615,Cluster 80615,123,unique
80616,Cluster 80616,50,unique
80617,Cluster 80617,7,unique
80618,Cluster 80618,9,unique
80619,Cluster 80619,284,accessory
80620,Cluster 80620,205,accessory
80621,Cluster 80621,40,unique
80622,Cluster 80622,2,unique
80623,Cluster 80623,71,unique
80624,Cluster 80624,185,accessory
80625,Cluster 80625,159,unique
80626,Cluster 80626,1,unique
80627,Cluster 80627,15,unique
80628,Cluster 80628,68,unique
80629,Cluster 80629,1,unique
80630,Cluster 80630,8,unique
80631,Cluster 80631,68,unique
80632,Cluster 80632,26,unique
80633,Cluster 80633,1,unique
80634,Cluster 80634,6,unique
80635,Cluster 80635,86,unique
80636,Cluster 80636,1,unique
80637,Cluster 80637,1,unique
80638,Cluster 80638,6,unique
80639,Cluster 80639,11,unique
80640,Cluster 80640,17,unique
80641,Cluster 80641,229,accessory
80642,Cluster 80642,16,unique
80643,Cluster 80643,11,unique
80644,Cluster 80644,17,unique
80645,Cluster 80645,10,unique
80646,Cluster 80646,58,unique
80647,Cluster 80647,39,unique
80648,Cluster 80648,39,unique
80649,Cluster 80649,19,unique
80650,Cluster 80650,108,unique
80651,Cluster 80651,13,unique
80652,Cluster 80652,6,unique
80653,Cluster 80653,22,unique
80654,Cluster 80654,42,unique
80655,Cluster 80655,11,unique
80656,Cluster 80656,1,unique
80657,Cluster 80657,3,unique
80658,Cluster 80658,85,unique
80659,Cluster 80659,48,unique
80660,Cluster 80660,6,unique
80661,Cluster 80661,13,unique
80662,Cluster 80662,1914,accessory
80663,Cluster 80663,11,unique
80664,Cluster 80664,49,unique
80665,Cluster 80665,77,unique
80666,Cluster 80666,147,unique
80667,Cluster 80667,49,unique
80668,Cluster 80668,7,unique
80669,Cluster 80669,52,unique
80670,Cluster 80670,1,unique
80671,Cluster 80671,32,unique
80672,Cluster 80672,67,unique
80673,Cluster 80673,24,unique
80674,Cluster 80674,13,unique
80675,Cluster 80675,24,unique
80676,Cluster 80676,19,unique
80677,Cluster 80677,1,unique
80678,Cluster 80678,1933,accessory
80679,Cluster 80679,25,unique
80680,Cluster 80680,2,unique
80681,Cluster 80681,4,unique
80682,Cluster 80682,1,unique
80683,Cluster 80683,35,unique
80684,Cluster 80684,6,unique
80685,Cluster 80685,4,unique
80686,Cluster 80686,10,unique
80687,Cluster 80687,1,unique
80688,Cluster 80688,1,unique
80689,Cluster 80689,1,unique
80690,Cluster 80690,5,unique
80691,Cluster 80691,1,unique
80692,Cluster 80692,44,unique
80693,Cluster 80693,1,unique
80694,Cluster 80694,1,unique
80695,Cluster 80695,1,unique
80696,Cluster 80696,1,unique
80697,Cluster 80697,1,unique
80698,Cluster 80698,18,unique
80699,Cluster 80699,1,unique
80700,Cluster 80700,2,unique
80701,Cluster 80701,43,unique
80702,Cluster 80702,4,unique
80703,Cluster 80703,21,unique
80704,Cluster 80704,14,unique
80705,Cluster 80705,4,unique
80706,Cluster 80706,14,unique
80707,Cluster 80707,41,unique
80708,Cluster 80708,1,unique
80709,Cluster 80709,1,unique
80710,Cluster 80710,1,unique
80711,Cluster 80711,2,unique
80712,Cluster 80712,6,unique
80713,Cluster 80713,5,unique
80714,Cluster 80714,6,unique
80715,Cluster 80715,4,unique
80716,Cluster 80716,6,unique
80717,Cluster 80717,33,unique
80718,Cluster 80718,14,unique
80719,Cluster 80719,11,unique
80720,Cluster 80720,1,unique
80721,Cluster 80721,1,unique
80722,Cluster 80722,1,unique
80723,Cluster 80723,16,unique
80724,Cluster 80724,3,unique
80725,Cluster 80725,1,unique
80726,Cluster 80726,54,unique
80727,Cluster 80727,3,unique
80728,Cluster 80728,2,unique
80729,Cluster 80729,2,unique
80730,Cluster 80730,1,unique
80731,Cluster 80731,2,unique
80732,Cluster 80732,1,unique
80733,Cluster 80733,12,unique
80734,Cluster 80734,1,unique
80735,Cluster 80735,2,unique
80736,Cluster 80736,2,unique
80737,Cluster 80737,2,unique
80738,Cluster 80738,22,unique
80739,Cluster 80739,1,unique
80740,Cluster 80740,6,unique
80741,Cluster 80741,32,unique
80742,Cluster 80742,21,unique
80743,Cluster 80743,9,unique
80744,Cluster 80744,25,unique
80745,Cluster 80745,15,unique
80746,Cluster 80746,7,unique
80747,Cluster 80747,1,unique
80748,Cluster 80748,6,unique
80749,Cluster 80749,10,unique
80750,Cluster 80750,22,unique
80751,Cluster 80751,1,unique
80752,Cluster 80752,18,unique
80753,Cluster 80753,5,unique
80754,Cluster 80754,31,unique
80755,Cluster 80755,1,unique
80756,Cluster 80756,1,unique
80757,Cluster 80757,5,unique
80758,Cluster 80758,3,unique
80759,Cluster 80759,6,unique
80760,Cluster 80760,1,unique
80761,Cluster 80761,4,unique
80762,Cluster 80762,43,unique
80763,Cluster 80763,7,unique
80764,Cluster 80764,1,unique
80765,Cluster 80765,5,unique
80766,Cluster 80766,2,unique
80767,Cluster 80767,3,unique
80768,Cluster 80768,1,unique
80769,Cluster 80769,1,unique
80770,Cluster 80770,4,unique
80771,Cluster 80771,17,unique
80772,Cluster 80772,33,unique
80773,Cluster 80773,1,unique
80774,Cluster 80774,8,unique
80775,Cluster 80775,2,unique
80776,Cluster 80776,1,unique
80777,Cluster 80777,1,unique
80778,Cluster 80778,9,unique
80779,Cluster 80779,2,unique
80780,Cluster 80780,1,unique
80781,Cluster 80781,1,unique
80782,Cluster 80782,11,unique
80783,Cluster 80783,1,unique
80784,Cluster 80784,3,unique
80785,Cluster 80785,1,unique
80786,Cluster 80786,3,unique
80787,Cluster 80787,1,unique
80788,Cluster 80788,1,unique
80789,Cluster 80789,1,unique
80790,Cluster 80790,7,unique
80791,Cluster 80791,18,unique
80792,Cluster 80792,13,unique
80793,Cluster 80793,18,unique
80794,Cluster 80794,1,unique
80795,Cluster 80795,7,unique
80796,Cluster 80796,4,unique
80797,Cluster 80797,2,unique
80798,Cluster 80798,3,unique
80799,Cluster 80799,10,unique
80800,Cluster 80800,3,unique
80801,Cluster 80801,2,unique
80802,Cluster 80802,88,unique
80803,Cluster 80803,1,unique
80804,Cluster 80804,51,unique
80805,Cluster 80805,20,unique
80806,Cluster 80806,4,unique
80807,Cluster 80807,3,unique
80808,Cluster 80808,2,unique
80809,Cluster 80809,570,accessory
80810,Cluster 80810,1,unique
80811,Cluster 80811,1,unique
80812,Cluster 80812,12,unique
80813,Cluster 80813,1,unique
80814,Cluster 80814,10,unique
80815,Cluster 80815,6,unique
80816,Cluster 80816,1,unique
80817,Cluster 80817,12,unique
80818,Cluster 80818,3,unique
80819,Cluster 80819,3,unique
80820,Cluster 80820,12,unique
80821,Cluster 80821,3,unique
80822,Cluster 80822,6,unique
80823,Cluster 80823,4,unique
80824,Cluster 80824,2,unique
80825,Cluster 80825,1,unique
80826,Cluster 80826,1,unique
80827,Cluster 80827,6,unique
80828,Cluster 80828,19,unique
80829,Cluster 80829,1,unique
80830,Cluster 80830,1,unique
80831,Cluster 80831,1,unique
80832,Cluster 80832,1,unique
80833,Cluster 80833,2,unique
80834,Cluster 80834,2,unique
80835,Cluster 80835,1,unique
80836,Cluster 80836,2,unique
80837,Cluster 80837,1,unique
80838,Cluster 80838,4,unique
80839,Cluster 80839,5,unique
80840,Cluster 80840,2,unique
80841,Cluster 80841,1,unique
80842,Cluster 80842,6,unique
80843,Cluster 80843,9,unique
80844,Cluster 80844,1,unique
80845,Cluster 80845,2,unique
80846,Cluster 80846,1,unique
80847,Cluster 80847,7,unique
80848,Cluster 80848,4,unique
80849,Cluster 80849,14,unique
80850,Cluster 80850,1,unique
80851,Cluster 80851,2,unique
80852,Cluster 80852,5,unique
80853,Cluster 80853,1,unique
80854,Cluster 80854,1,unique
80855,Cluster 80855,8,unique
80856,Cluster 80856,3,unique
80857,Cluster 80857,2,unique
80858,Cluster 80858,9,unique
80859,Cluster 80859,1,unique
80860,Cluster 80860,4,unique
80861,Cluster 80861,2,unique
80862,Cluster 80862,8,unique
80863,Cluster 80863,1,unique
80864,Cluster 80864,4,unique
80865,Cluster 80865,3,unique
80866,Cluster 80866,19,unique
80867,Cluster 80867,37,unique
80868,Cluster 80868,1,unique
80869,Cluster 80869,2,unique
80870,Cluster 80870,8,unique
80871,Cluster 80871,8,unique
80872,Cluster 80872,2,unique
80873,Cluster 80873,3,unique
80874,Cluster 80874,2,unique
80875,Cluster 80875,12,unique
80876,Cluster 80876,5,unique
80877,Cluster 80877,1,unique
80878,Cluster 80878,1,unique
80879,Cluster 80879,3,unique
80880,Cluster 80880,2,unique
80881,Cluster 80881,6,unique
80882,Cluster 80882,3,unique
80883,Cluster 80883,1,unique
80884,Cluster 80884,5,unique
80885,Cluster 80885,1,unique
80886,Cluster 80886,1,unique
80887,Cluster 80887,12,unique
80888,Cluster 80888,1,unique
80889,Cluster 80889,2,unique
80890,Cluster 80890,4,unique
80891,Cluster 80891,3,unique
80892,Cluster 80892,7,unique
80893,Cluster 80893,2,unique
80894,Cluster 80894,3,unique
