, ,Number of genomes,gene_class
10012,Cluster 10012,5,unique
10013,Cluster 10013,1,unique
10014,Cluster 10014,1,unique
10015,Cluster 10015,1,unique
10016,Cluster 10016,1586,core
10017,Cluster 10017,1584,core
10018,Cluster 10018,1589,core
10019,Cluster 10019,571,accessory
10020,Cluster 10020,1584,core
10021,Cluster 10021,1587,core
10022,Cluster 10022,1586,core
10023,Cluster 10023,2,unique
10024,Cluster 10024,1,unique
10025,Cluster 10025,3,unique
10026,Cluster 10026,3,unique
10027,Cluster 10027,1,unique
10028,Cluster 10028,3,unique
10029,Cluster 10029,2,unique
10030,Cluster 10030,2,unique
10031,Cluster 10031,91,unique
10032,Cluster 10032,1586,core
10033,Cluster 10033,2,unique
10034,Cluster 10034,2,unique
10035,Cluster 10035,1,unique
10036,Cluster 10036,1,unique
10037,Cluster 10037,1577,core
10038,Cluster 10038,4,unique
10039,Cluster 10039,1053,accessory
10040,Cluster 10040,69,unique
10041,Cluster 10041,7,unique
10042,Cluster 10042,1,unique
10043,Cluster 10043,406,accessory
10044,Cluster 10044,2,unique
10045,Cluster 10045,12,unique
10046,Cluster 10046,1,unique
10047,Cluster 10047,2,unique
10048,Cluster 10048,1,unique
10049,Cluster 10049,3,unique
10050,Cluster 10050,1,unique
10051,Cluster 10051,1,unique
10052,Cluster 10052,21,unique
10053,Cluster 10053,1,unique
10054,Cluster 10054,2,unique
10055,Cluster 10055,1,unique
10056,Cluster 10056,1589,core
10057,Cluster 10057,1588,core
10058,Cluster 10058,3,unique
10059,Cluster 10059,1,unique
10060,Cluster 10060,1,unique
10061,Cluster 10061,1,unique
10062,Cluster 10062,2,unique
10063,Cluster 10063,1,unique
10064,Cluster 10064,1,unique
10065,Cluster 10065,16,unique
10066,Cluster 10066,14,unique
10067,Cluster 10067,1,unique
10068,Cluster 10068,1,unique
10069,Cluster 10069,1499,accessory
10070,Cluster 10070,1,unique
10071,Cluster 10071,13,unique
10072,Cluster 10072,6,unique
10073,Cluster 10073,1,unique
10074,Cluster 10074,4,unique
10075,Cluster 10075,2,unique
10076,Cluster 10076,1,unique
10077,Cluster 10077,1,unique
10078,Cluster 10078,1,unique
10079,Cluster 10079,2,unique
10080,Cluster 10080,4,unique
10081,Cluster 10081,1,unique
10082,Cluster 10082,1,unique
10083,Cluster 10083,1,unique
10084,Cluster 10084,2,unique
10085,Cluster 10085,6,unique
10086,Cluster 10086,1,unique
10087,Cluster 10087,2,unique
10088,Cluster 10088,4,unique
10089,Cluster 10089,2,unique
10090,Cluster 10090,1,unique
10091,Cluster 10091,1,unique
10092,Cluster 10092,1,unique
10093,Cluster 10093,1586,core
10094,Cluster 10094,1588,core
10095,Cluster 10095,1587,core
10096,Cluster 10096,1464,accessory
10097,Cluster 10097,1587,core
10098,Cluster 10098,1578,core
10099,Cluster 10099,1586,core
10100,Cluster 10100,187,accessory
10101,Cluster 10101,2,unique
10102,Cluster 10102,1,unique
10103,Cluster 10103,1,unique
10104,Cluster 10104,1,unique
10105,Cluster 10105,4,unique
10106,Cluster 10106,1,unique
10107,Cluster 10107,10,unique
10108,Cluster 10108,1,unique
10109,Cluster 10109,7,unique
10110,Cluster 10110,3,unique
10111,Cluster 10111,2,unique
10112,Cluster 10112,8,unique
10113,Cluster 10113,1,unique
10114,Cluster 10114,1,unique
10115,Cluster 10115,2,unique
10116,Cluster 10116,3,unique
10117,Cluster 10117,2,unique
10118,Cluster 10118,2,unique
10119,Cluster 10119,54,unique
10120,Cluster 10120,1,unique
10121,Cluster 10121,1,unique
10122,Cluster 10122,24,unique
10123,Cluster 10123,1,unique
10124,Cluster 10124,6,unique
10125,Cluster 10125,1,unique
10126,Cluster 10126,1,unique
10127,Cluster 10127,1,unique
10128,Cluster 10128,4,unique
10129,Cluster 10129,1,unique
10130,Cluster 10130,1,unique
10131,Cluster 10131,4,unique
10132,Cluster 10132,1,unique
10133,Cluster 10133,2,unique
10134,Cluster 10134,4,unique
10135,Cluster 10135,3,unique
10136,Cluster 10136,3,unique
10137,Cluster 10137,1,unique
10138,Cluster 10138,1586,core
10139,Cluster 10139,1587,core
10140,Cluster 10140,7,unique
10141,Cluster 10141,1,unique
10142,Cluster 10142,3,unique
10143,Cluster 10143,1588,core
10144,Cluster 10144,1,unique
10145,Cluster 10145,1,unique
10146,Cluster 10146,2,unique
10147,Cluster 10147,2,unique
10148,Cluster 10148,1,unique
10149,Cluster 10149,3,unique
10150,Cluster 10150,1,unique
10151,Cluster 10151,1,unique
10152,Cluster 10152,5,unique
10153,Cluster 10153,3,unique
10154,Cluster 10154,1,unique
10155,Cluster 10155,1,unique
10156,Cluster 10156,1,unique
10157,Cluster 10157,1,unique
10158,Cluster 10158,182,accessory
10159,Cluster 10159,1,unique
10160,Cluster 10160,27,unique
10161,Cluster 10161,3,unique
10162,Cluster 10162,13,unique
10163,Cluster 10163,2,unique
10164,Cluster 10164,1,unique
10165,Cluster 10165,9,unique
10166,Cluster 10166,1,unique
10167,Cluster 10167,1,unique
10168,Cluster 10168,162,accessory
10169,Cluster 10169,1,unique
10170,Cluster 10170,1,unique
10171,Cluster 10171,1,unique
10172,Cluster 10172,1,unique
10173,Cluster 10173,5,unique
10174,Cluster 10174,1,unique
10175,Cluster 10175,1,unique
10176,Cluster 10176,3,unique
10177,Cluster 10177,1,unique
10178,Cluster 10178,1588,core
10179,Cluster 10179,1,unique
10180,Cluster 10180,1,unique
10181,Cluster 10181,1,unique
10182,Cluster 10182,1,unique
10183,Cluster 10183,1,unique
10184,Cluster 10184,2,unique
10185,Cluster 10185,1,unique
10186,Cluster 10186,1,unique
10187,Cluster 10187,2,unique
10188,Cluster 10188,2,unique
10189,Cluster 10189,1,unique
10190,Cluster 10190,1214,accessory
10191,Cluster 10191,567,accessory
10192,Cluster 10192,1589,core
10193,Cluster 10193,451,accessory
10194,Cluster 10194,1,unique
10195,Cluster 10195,133,accessory
10196,Cluster 10196,2,unique
10197,Cluster 10197,3,unique
10198,Cluster 10198,4,unique
10199,Cluster 10199,9,unique
10200,Cluster 10200,81,unique
10201,Cluster 10201,147,accessory
10202,Cluster 10202,1,unique
10203,Cluster 10203,1,unique
10204,Cluster 10204,2,unique
10205,Cluster 10205,2,unique
10206,Cluster 10206,1,unique
10207,Cluster 10207,2,unique
10208,Cluster 10208,20,unique
10209,Cluster 10209,1,unique
10210,Cluster 10210,6,unique
10211,Cluster 10211,1589,core
10212,Cluster 10212,377,accessory
10213,Cluster 10213,4,unique
10214,Cluster 10214,1,unique
10215,Cluster 10215,2,unique
10216,Cluster 10216,1442,accessory
10217,Cluster 10217,1,unique
10218,Cluster 10218,1,unique
10219,Cluster 10219,2,unique
10220,Cluster 10220,1,unique
10221,Cluster 10221,2,unique
10222,Cluster 10222,51,unique
10223,Cluster 10223,4,unique
10224,Cluster 10224,1,unique
10225,Cluster 10225,1,unique
10226,Cluster 10226,1,unique
10227,Cluster 10227,1,unique
10228,Cluster 10228,1,unique
10229,Cluster 10229,1,unique
10230,Cluster 10230,1,unique
10231,Cluster 10231,1,unique
10232,Cluster 10232,1,unique
10233,Cluster 10233,3,unique
10234,Cluster 10234,1,unique
10235,Cluster 10235,1,unique
10236,Cluster 10236,1588,core
10237,Cluster 10237,1585,core
10238,Cluster 10238,1589,core
10239,Cluster 10239,1490,accessory
10240,Cluster 10240,1589,core
10241,Cluster 10241,1589,core
10242,Cluster 10242,534,accessory
10243,Cluster 10243,9,unique
10244,Cluster 10244,1,unique
10245,Cluster 10245,1585,core
10246,Cluster 10246,105,accessory
10247,Cluster 10247,1,unique
10248,Cluster 10248,2,unique
10249,Cluster 10249,3,unique
10250,Cluster 10250,407,accessory
10251,Cluster 10251,129,accessory
10252,Cluster 10252,10,unique
10253,Cluster 10253,1,unique
10254,Cluster 10254,1,unique
10255,Cluster 10255,1,unique
10256,Cluster 10256,4,unique
10257,Cluster 10257,1,unique
10258,Cluster 10258,5,unique
10259,Cluster 10259,1,unique
10260,Cluster 10260,3,unique
10261,Cluster 10261,1,unique
10262,Cluster 10262,1,unique
10263,Cluster 10263,3,unique
10264,Cluster 10264,1,unique
10265,Cluster 10265,3,unique
10266,Cluster 10266,1,unique
10267,Cluster 10267,1,unique
10268,Cluster 10268,2,unique
10269,Cluster 10269,1,unique
10270,Cluster 10270,3,unique
10271,Cluster 10271,2,unique
10272,Cluster 10272,2,unique
10273,Cluster 10273,6,unique
10274,Cluster 10274,1,unique
10275,Cluster 10275,33,unique
10276,Cluster 10276,1,unique
10277,Cluster 10277,1,unique
10278,Cluster 10278,1,unique
10279,Cluster 10279,1,unique
10280,Cluster 10280,1,unique
10281,Cluster 10281,2,unique
10282,Cluster 10282,1,unique
10283,Cluster 10283,1,unique
10284,Cluster 10284,17,unique
10285,Cluster 10285,1,unique
10286,Cluster 10286,140,accessory
10287,Cluster 10287,768,accessory
10288,Cluster 10288,1494,accessory
10289,Cluster 10289,729,accessory
10290,Cluster 10290,4,unique
10291,Cluster 10291,3,unique
10292,Cluster 10292,48,unique
10293,Cluster 10293,4,unique
10294,Cluster 10294,25,unique
10295,Cluster 10295,1588,core
10296,Cluster 10296,3,unique
10297,Cluster 10297,2,unique
10298,Cluster 10298,1,unique
10299,Cluster 10299,1,unique
10300,Cluster 10300,1,unique
10301,Cluster 10301,1,unique
10302,Cluster 10302,1,unique
10303,Cluster 10303,2,unique
10304,Cluster 10304,2,unique
10305,Cluster 10305,2,unique
10306,Cluster 10306,1,unique
10307,Cluster 10307,1,unique
10308,Cluster 10308,1,unique
10309,Cluster 10309,28,unique
10310,Cluster 10310,1,unique
10311,Cluster 10311,2,unique
10312,Cluster 10312,1,unique
10313,Cluster 10313,1,unique
10314,Cluster 10314,4,unique
10315,Cluster 10315,1589,core
10316,Cluster 10316,1,unique
10317,Cluster 10317,1,unique
10318,Cluster 10318,2,unique
10319,Cluster 10319,1,unique
10320,Cluster 10320,3,unique
10321,Cluster 10321,2,unique
10322,Cluster 10322,1,unique
10323,Cluster 10323,1,unique
10324,Cluster 10324,2,unique
10325,Cluster 10325,3,unique
10326,Cluster 10326,1,unique
10327,Cluster 10327,1585,core
10328,Cluster 10328,1584,core
10329,Cluster 10329,1586,core
10330,Cluster 10330,1589,core
10331,Cluster 10331,1582,core
10332,Cluster 10332,6,unique
10333,Cluster 10333,4,unique
10334,Cluster 10334,1,unique
10335,Cluster 10335,1,unique
10336,Cluster 10336,1,unique
10337,Cluster 10337,1,unique
10338,Cluster 10338,15,unique
10339,Cluster 10339,1,unique
10340,Cluster 10340,9,unique
10341,Cluster 10341,3,unique
10342,Cluster 10342,3,unique
10343,Cluster 10343,1,unique
10344,Cluster 10344,1,unique
10345,Cluster 10345,1,unique
10346,Cluster 10346,1,unique
10347,Cluster 10347,1,unique
10348,Cluster 10348,2,unique
10349,Cluster 10349,1,unique
10350,Cluster 10350,1589,core
10351,Cluster 10351,1,unique
10352,Cluster 10352,2,unique
10353,Cluster 10353,2,unique
10354,Cluster 10354,1,unique
10355,Cluster 10355,1,unique
10356,Cluster 10356,1,unique
10357,Cluster 10357,1,unique
10358,Cluster 10358,1586,core
10359,Cluster 10359,1587,core
10360,Cluster 10360,1589,core
10361,Cluster 10361,1589,core
10362,Cluster 10362,1576,core
10363,Cluster 10363,1465,accessory
10364,Cluster 10364,3,unique
10365,Cluster 10365,65,unique
10366,Cluster 10366,2,unique
10367,Cluster 10367,3,unique
10368,Cluster 10368,3,unique
10369,Cluster 10369,135,accessory
10370,Cluster 10370,1,unique
10371,Cluster 10371,1,unique
10372,Cluster 10372,75,unique
10373,Cluster 10373,1,unique
10374,Cluster 10374,21,unique
10375,Cluster 10375,2,unique
10376,Cluster 10376,147,accessory
10377,Cluster 10377,1587,core
10378,Cluster 10378,1,unique
10379,Cluster 10379,1583,core
10380,Cluster 10380,1,unique
10381,Cluster 10381,1,unique
10382,Cluster 10382,100,accessory
10383,Cluster 10383,1,unique
10384,Cluster 10384,2,unique
10385,Cluster 10385,2,unique
10386,Cluster 10386,1,unique
10387,Cluster 10387,2,unique
10388,Cluster 10388,1,unique
10389,Cluster 10389,1,unique
10390,Cluster 10390,1,unique
10391,Cluster 10391,1,unique
10392,Cluster 10392,3,unique
10393,Cluster 10393,2,unique
10394,Cluster 10394,3,unique
10395,Cluster 10395,1,unique
10396,Cluster 10396,2,unique
10397,Cluster 10397,1589,core
10398,Cluster 10398,1584,core
10399,Cluster 10399,1589,core
10400,Cluster 10400,1588,core
10401,Cluster 10401,2,unique
10402,Cluster 10402,75,unique
10403,Cluster 10403,1,unique
10404,Cluster 10404,1,unique
10405,Cluster 10405,519,accessory
10406,Cluster 10406,1,unique
10407,Cluster 10407,1,unique
10408,Cluster 10408,1,unique
10409,Cluster 10409,1,unique
10410,Cluster 10410,1,unique
10411,Cluster 10411,1,unique
10412,Cluster 10412,1,unique
10413,Cluster 10413,1,unique
10414,Cluster 10414,6,unique
10415,Cluster 10415,2,unique
10416,Cluster 10416,13,unique
10417,Cluster 10417,6,unique
10418,Cluster 10418,1,unique
10419,Cluster 10419,2,unique
10420,Cluster 10420,1,unique
10421,Cluster 10421,1,unique
10422,Cluster 10422,1576,core
10423,Cluster 10423,1,unique
10424,Cluster 10424,2,unique
10425,Cluster 10425,1,unique
10426,Cluster 10426,1585,core
10427,Cluster 10427,1,unique
10428,Cluster 10428,1,unique
10429,Cluster 10429,1,unique
10430,Cluster 10430,2,unique
10431,Cluster 10431,1,unique
10432,Cluster 10432,2,unique
10433,Cluster 10433,4,unique
10434,Cluster 10434,1,unique
10435,Cluster 10435,2,unique
10436,Cluster 10436,4,unique
10437,Cluster 10437,2,unique
10438,Cluster 10438,1,unique
10439,Cluster 10439,1576,core
10440,Cluster 10440,1587,core
10441,Cluster 10441,1574,core
10442,Cluster 10442,1589,core
10443,Cluster 10443,1,unique
10444,Cluster 10444,1586,core
10445,Cluster 10445,1586,core
10446,Cluster 10446,606,accessory
10447,Cluster 10447,262,accessory
10448,Cluster 10448,6,unique
10449,Cluster 10449,146,accessory
10450,Cluster 10450,2,unique
10451,Cluster 10451,470,accessory
10452,Cluster 10452,1587,core
10453,Cluster 10453,1,unique
10454,Cluster 10454,56,unique
10455,Cluster 10455,1,unique
10456,Cluster 10456,102,accessory
10457,Cluster 10457,1,unique
10458,Cluster 10458,143,accessory
10459,Cluster 10459,1,unique
10460,Cluster 10460,2,unique
10461,Cluster 10461,1585,core
10462,Cluster 10462,1,unique
10463,Cluster 10463,6,unique
10464,Cluster 10464,1,unique
10465,Cluster 10465,3,unique
10466,Cluster 10466,1,unique
10467,Cluster 10467,1,unique
10468,Cluster 10468,36,unique
10469,Cluster 10469,15,unique
10470,Cluster 10470,2,unique
10471,Cluster 10471,1,unique
10472,Cluster 10472,9,unique
10473,Cluster 10473,1,unique
10474,Cluster 10474,1,unique
10475,Cluster 10475,1,unique
10476,Cluster 10476,1,unique
10477,Cluster 10477,1,unique
10478,Cluster 10478,1,unique
10479,Cluster 10479,1,unique
10480,Cluster 10480,1589,core
10481,Cluster 10481,3,unique
10482,Cluster 10482,1,unique
10483,Cluster 10483,1,unique
10484,Cluster 10484,1,unique
10485,Cluster 10485,1,unique
10486,Cluster 10486,1,unique
10487,Cluster 10487,2,unique
10488,Cluster 10488,1,unique
10489,Cluster 10489,1589,core
10490,Cluster 10490,1496,accessory
10491,Cluster 10491,1589,core
10492,Cluster 10492,1589,core
10493,Cluster 10493,1587,core
10494,Cluster 10494,41,unique
10495,Cluster 10495,111,accessory
10496,Cluster 10496,1,unique
10497,Cluster 10497,4,unique
10498,Cluster 10498,2,unique
10499,Cluster 10499,1,unique
10500,Cluster 10500,22,unique
10501,Cluster 10501,1,unique
10502,Cluster 10502,1,unique
10503,Cluster 10503,1588,core
10504,Cluster 10504,1476,accessory
10505,Cluster 10505,1,unique
10506,Cluster 10506,2,unique
10507,Cluster 10507,1,unique
10508,Cluster 10508,73,unique
10509,Cluster 10509,1,unique
10510,Cluster 10510,1,unique
10511,Cluster 10511,1,unique
10512,Cluster 10512,1,unique
10513,Cluster 10513,1,unique
10514,Cluster 10514,5,unique
10515,Cluster 10515,3,unique
10516,Cluster 10516,1,unique
10517,Cluster 10517,3,unique
10518,Cluster 10518,2,unique
10519,Cluster 10519,1,unique
10520,Cluster 10520,2,unique
10521,Cluster 10521,1,unique
10522,Cluster 10522,2,unique
10523,Cluster 10523,4,unique
10524,Cluster 10524,1,unique
10525,Cluster 10525,11,unique
10526,Cluster 10526,2,unique
10527,Cluster 10527,3,unique
10528,Cluster 10528,1,unique
10529,Cluster 10529,1589,core
10530,Cluster 10530,1589,core
10531,Cluster 10531,1585,core
10532,Cluster 10532,481,accessory
10533,Cluster 10533,1588,core
10534,Cluster 10534,7,unique
10535,Cluster 10535,19,unique
10536,Cluster 10536,1100,accessory
10537,Cluster 10537,2,unique
10538,Cluster 10538,3,unique
10539,Cluster 10539,1,unique
10540,Cluster 10540,1,unique
10541,Cluster 10541,5,unique
10542,Cluster 10542,1,unique
10543,Cluster 10543,18,unique
10544,Cluster 10544,1559,core
10545,Cluster 10545,5,unique
10546,Cluster 10546,1588,core
10547,Cluster 10547,9,unique
10548,Cluster 10548,1,unique
10549,Cluster 10549,1,unique
10550,Cluster 10550,8,unique
10551,Cluster 10551,1,unique
10552,Cluster 10552,2,unique
10553,Cluster 10553,2,unique
10554,Cluster 10554,3,unique
10555,Cluster 10555,1,unique
10556,Cluster 10556,1,unique
10557,Cluster 10557,1,unique
10558,Cluster 10558,4,unique
10559,Cluster 10559,1,unique
10560,Cluster 10560,2,unique
10561,Cluster 10561,1,unique
10562,Cluster 10562,1,unique
10563,Cluster 10563,1,unique
10564,Cluster 10564,3,unique
10565,Cluster 10565,1,unique
10566,Cluster 10566,1,unique
10567,Cluster 10567,1,unique
10568,Cluster 10568,1,unique
10569,Cluster 10569,2,unique
10570,Cluster 10570,3,unique
10571,Cluster 10571,1,unique
10572,Cluster 10572,1,unique
10573,Cluster 10573,3,unique
10574,Cluster 10574,2,unique
10575,Cluster 10575,1,unique
10576,Cluster 10576,1584,core
10577,Cluster 10577,1,unique
10578,Cluster 10578,666,accessory
10579,Cluster 10579,1589,core
10580,Cluster 10580,1589,core
10581,Cluster 10581,1579,core
10582,Cluster 10582,1545,core
10583,Cluster 10583,1445,accessory
10584,Cluster 10584,1589,core
10585,Cluster 10585,1587,core
10586,Cluster 10586,37,unique
10587,Cluster 10587,1589,core
10588,Cluster 10588,1582,core
10589,Cluster 10589,4,unique
10590,Cluster 10590,197,accessory
10591,Cluster 10591,1,unique
10592,Cluster 10592,1,unique
10593,Cluster 10593,1,unique
10594,Cluster 10594,98,accessory
10595,Cluster 10595,3,unique
10596,Cluster 10596,1,unique
10597,Cluster 10597,2,unique
10598,Cluster 10598,1,unique
10599,Cluster 10599,1,unique
10600,Cluster 10600,3,unique
10601,Cluster 10601,2,unique
10602,Cluster 10602,1586,core
10603,Cluster 10603,1,unique
10604,Cluster 10604,1,unique
10605,Cluster 10605,1,unique
10606,Cluster 10606,2,unique
10607,Cluster 10607,1,unique
10608,Cluster 10608,2,unique
10609,Cluster 10609,1,unique
10610,Cluster 10610,1,unique
10611,Cluster 10611,1,unique
10612,Cluster 10612,3,unique
10613,Cluster 10613,1,unique
10614,Cluster 10614,1,unique
10615,Cluster 10615,1,unique
10616,Cluster 10616,1,unique
10617,Cluster 10617,1,unique
10618,Cluster 10618,21,unique
10619,Cluster 10619,2,unique
10620,Cluster 10620,1,unique
10621,Cluster 10621,3,unique
10622,Cluster 10622,1587,core
10623,Cluster 10623,1548,core
10624,Cluster 10624,1574,core
10625,Cluster 10625,1589,core
10626,Cluster 10626,1589,core
10627,Cluster 10627,1589,core
10628,Cluster 10628,1589,core
10629,Cluster 10629,1588,core
10630,Cluster 10630,1585,core
10631,Cluster 10631,2,unique
10632,Cluster 10632,1,unique
10633,Cluster 10633,4,unique
10634,Cluster 10634,1,unique
10635,Cluster 10635,39,unique
10636,Cluster 10636,2,unique
10637,Cluster 10637,1,unique
10638,Cluster 10638,19,unique
10639,Cluster 10639,6,unique
10640,Cluster 10640,1,unique
10641,Cluster 10641,5,unique
10642,Cluster 10642,17,unique
10643,Cluster 10643,1,unique
10644,Cluster 10644,1,unique
10645,Cluster 10645,5,unique
10646,Cluster 10646,1,unique
10647,Cluster 10647,1,unique
10648,Cluster 10648,1,unique
10649,Cluster 10649,1,unique
10650,Cluster 10650,4,unique
10651,Cluster 10651,1,unique
10652,Cluster 10652,1,unique
10653,Cluster 10653,1,unique
10654,Cluster 10654,1,unique
10655,Cluster 10655,1,unique
10656,Cluster 10656,1,unique
10657,Cluster 10657,1,unique
10658,Cluster 10658,1,unique
10659,Cluster 10659,1,unique
10660,Cluster 10660,1,unique
10661,Cluster 10661,125,accessory
10662,Cluster 10662,1587,core
10663,Cluster 10663,1402,accessory
10664,Cluster 10664,1588,core
10665,Cluster 10665,1588,core
10666,Cluster 10666,1584,core
10667,Cluster 10667,1585,core
10668,Cluster 10668,1587,core
10669,Cluster 10669,24,unique
10670,Cluster 10670,1588,core
10671,Cluster 10671,1588,core
10672,Cluster 10672,1,unique
10673,Cluster 10673,8,unique
10674,Cluster 10674,1,unique
10675,Cluster 10675,3,unique
10676,Cluster 10676,5,unique
10677,Cluster 10677,1,unique
10678,Cluster 10678,1,unique
10679,Cluster 10679,1,unique
10680,Cluster 10680,1,unique
10681,Cluster 10681,1,unique
10682,Cluster 10682,1,unique
10683,Cluster 10683,2,unique
10684,Cluster 10684,7,unique
10685,Cluster 10685,1,unique
10686,Cluster 10686,6,unique
10687,Cluster 10687,1,unique
10688,Cluster 10688,1297,accessory
10689,Cluster 10689,1586,core
10690,Cluster 10690,1,unique
10691,Cluster 10691,3,unique
10692,Cluster 10692,2,unique
10693,Cluster 10693,1,unique
10694,Cluster 10694,5,unique
10695,Cluster 10695,1,unique
10696,Cluster 10696,2,unique
10697,Cluster 10697,1,unique
10698,Cluster 10698,1,unique
10699,Cluster 10699,1,unique
10700,Cluster 10700,2,unique
10701,Cluster 10701,1,unique
10702,Cluster 10702,1,unique
10703,Cluster 10703,824,accessory
10704,Cluster 10704,1,unique
10705,Cluster 10705,2,unique
10706,Cluster 10706,6,unique
10707,Cluster 10707,1,unique
10708,Cluster 10708,1,unique
10709,Cluster 10709,1,unique
10710,Cluster 10710,1,unique
10711,Cluster 10711,2,unique
10712,Cluster 10712,1,unique
10713,Cluster 10713,1587,core
10714,Cluster 10714,1077,accessory
10715,Cluster 10715,1587,core
10716,Cluster 10716,1587,core
10717,Cluster 10717,1586,core
10718,Cluster 10718,1588,core
10719,Cluster 10719,1588,core
10720,Cluster 10720,1584,core
10721,Cluster 10721,1498,accessory
10722,Cluster 10722,1552,core
10723,Cluster 10723,1589,core
10724,Cluster 10724,666,accessory
