, ,Number of genomes
21994,Cluster 21994,14
21995,Cluster 21995,1
21996,Cluster 21996,2
21997,Cluster 21997,1
21998,Cluster 21998,2
21999,Cluster 21999,2
22000,Cluster 22000,1
22001,Cluster 22001,1
22002,Cluster 22002,1
22003,Cluster 22003,1
22004,Cluster 22004,2
22005,Cluster 22005,2
22006,Cluster 22006,1
22007,Cluster 22007,5
22008,Cluster 22008,1
22009,Cluster 22009,1
22010,Cluster 22010,1
22011,Cluster 22011,3
22012,Cluster 22012,2
22013,Cluster 22013,7
22014,Cluster 22014,4
22015,Cluster 22015,32
22016,Cluster 22016,2
22017,Cluster 22017,1
22018,Cluster 22018,2
22019,Cluster 22019,1
22020,Cluster 22020,1
22021,Cluster 22021,17
22022,Cluster 22022,12
22023,Cluster 22023,1
22024,Cluster 22024,9
22025,Cluster 22025,6
22026,Cluster 22026,1
22027,Cluster 22027,24
22028,Cluster 22028,5
22029,Cluster 22029,1
22030,Cluster 22030,2
22031,Cluster 22031,2
22032,Cluster 22032,3
22033,Cluster 22033,1
22034,Cluster 22034,1
22035,Cluster 22035,2
22036,Cluster 22036,1
22037,Cluster 22037,1
22038,Cluster 22038,1
22039,Cluster 22039,1
22040,Cluster 22040,2
22041,Cluster 22041,1
22042,Cluster 22042,1
22043,Cluster 22043,82
22044,Cluster 22044,2
22045,Cluster 22045,3
22046,Cluster 22046,1
22047,Cluster 22047,1
22048,Cluster 22048,1
22049,Cluster 22049,5
22050,Cluster 22050,1
22051,Cluster 22051,1
22052,Cluster 22052,1
22053,Cluster 22053,2
22054,Cluster 22054,2
22055,Cluster 22055,8
22056,Cluster 22056,3
22057,Cluster 22057,1
22058,Cluster 22058,2
22059,Cluster 22059,1
22060,Cluster 22060,2
22061,Cluster 22061,1
22062,Cluster 22062,2
22063,Cluster 22063,1
22064,Cluster 22064,1
22065,Cluster 22065,1
22066,Cluster 22066,1
22067,Cluster 22067,595
22068,Cluster 22068,305
22069,Cluster 22069,593
22070,Cluster 22070,594
22071,Cluster 22071,125
22072,Cluster 22072,42
22073,Cluster 22073,579
22074,Cluster 22074,126
22075,Cluster 22075,29
22076,Cluster 22076,6
22077,Cluster 22077,4
22078,Cluster 22078,247
22079,Cluster 22079,5
22080,Cluster 22080,4
22081,Cluster 22081,1
22082,Cluster 22082,9
22083,Cluster 22083,1
22084,Cluster 22084,1
22085,Cluster 22085,2
22086,Cluster 22086,3
22087,Cluster 22087,1
22088,Cluster 22088,9
22089,Cluster 22089,590
22090,Cluster 22090,1
22091,Cluster 22091,1
22092,Cluster 22092,4
22093,Cluster 22093,2
22094,Cluster 22094,1
22095,Cluster 22095,1
22096,Cluster 22096,2
22097,Cluster 22097,1
22098,Cluster 22098,16
22099,Cluster 22099,79
22100,Cluster 22100,1
22101,Cluster 22101,60
22102,Cluster 22102,2
22103,Cluster 22103,3
22104,Cluster 22104,1
22105,Cluster 22105,1
22106,Cluster 22106,5
22107,Cluster 22107,3
22108,Cluster 22108,1
22109,Cluster 22109,1
22110,Cluster 22110,2
22111,Cluster 22111,1
22112,Cluster 22112,4
22113,Cluster 22113,21
22114,Cluster 22114,12
22115,Cluster 22115,2
22116,Cluster 22116,2
22117,Cluster 22117,2
22118,Cluster 22118,59
22119,Cluster 22119,3
22120,Cluster 22120,3
22121,Cluster 22121,7
22122,Cluster 22122,2
22123,Cluster 22123,6
22124,Cluster 22124,4
22125,Cluster 22125,1
22126,Cluster 22126,1
22127,Cluster 22127,1
22128,Cluster 22128,1
22129,Cluster 22129,594
22130,Cluster 22130,595
22131,Cluster 22131,1
22132,Cluster 22132,2
22133,Cluster 22133,1
22134,Cluster 22134,1
22135,Cluster 22135,3
22136,Cluster 22136,2
22137,Cluster 22137,5
22138,Cluster 22138,1
22139,Cluster 22139,1
22140,Cluster 22140,1
22141,Cluster 22141,1
22142,Cluster 22142,1
22143,Cluster 22143,1
22144,Cluster 22144,1
22145,Cluster 22145,1
22146,Cluster 22146,1
22147,Cluster 22147,1
22148,Cluster 22148,2
22149,Cluster 22149,1
22150,Cluster 22150,1
22151,Cluster 22151,1
22152,Cluster 22152,3
22153,Cluster 22153,4
22154,Cluster 22154,1
22155,Cluster 22155,1
22156,Cluster 22156,1
22157,Cluster 22157,1
22158,Cluster 22158,1
22159,Cluster 22159,5
22160,Cluster 22160,1
22161,Cluster 22161,1
22162,Cluster 22162,2
22163,Cluster 22163,1
22164,Cluster 22164,2
22165,Cluster 22165,570
22166,Cluster 22166,595
22167,Cluster 22167,590
22168,Cluster 22168,590
22169,Cluster 22169,594
22170,Cluster 22170,24
22171,Cluster 22171,590
22172,Cluster 22172,587
22173,Cluster 22173,585
22174,Cluster 22174,595
22175,Cluster 22175,593
22176,Cluster 22176,595
22177,Cluster 22177,466
22178,Cluster 22178,8
22179,Cluster 22179,29
22180,Cluster 22180,3
22181,Cluster 22181,98
22182,Cluster 22182,2
22183,Cluster 22183,574
22184,Cluster 22184,2
22185,Cluster 22185,1
22186,Cluster 22186,7
22187,Cluster 22187,8
22188,Cluster 22188,595
22189,Cluster 22189,14
22190,Cluster 22190,1
22191,Cluster 22191,3
22192,Cluster 22192,1
22193,Cluster 22193,1
22194,Cluster 22194,1
22195,Cluster 22195,7
22196,Cluster 22196,1
22197,Cluster 22197,2
22198,Cluster 22198,6
22199,Cluster 22199,1
22200,Cluster 22200,2
22201,Cluster 22201,1
22202,Cluster 22202,3
22203,Cluster 22203,5
22204,Cluster 22204,1
22205,Cluster 22205,2
22206,Cluster 22206,1
22207,Cluster 22207,1
22208,Cluster 22208,1
22209,Cluster 22209,29
22210,Cluster 22210,5
22211,Cluster 22211,67
22212,Cluster 22212,13
22213,Cluster 22213,2
22214,Cluster 22214,3
22215,Cluster 22215,2
22216,Cluster 22216,6
22217,Cluster 22217,4
22218,Cluster 22218,7
22219,Cluster 22219,1
22220,Cluster 22220,1
22221,Cluster 22221,1
22222,Cluster 22222,2
22223,Cluster 22223,2
22224,Cluster 22224,1
22225,Cluster 22225,1
22226,Cluster 22226,1
22227,Cluster 22227,3
22228,Cluster 22228,2
22229,Cluster 22229,3
22230,Cluster 22230,2
22231,Cluster 22231,1
22232,Cluster 22232,1
22233,Cluster 22233,2
22234,Cluster 22234,2
22235,Cluster 22235,1
22236,Cluster 22236,1
22237,Cluster 22237,1
22238,Cluster 22238,1
22239,Cluster 22239,2
22240,Cluster 22240,1
22241,Cluster 22241,1
22242,Cluster 22242,5
22243,Cluster 22243,1
22244,Cluster 22244,9
22245,Cluster 22245,1
22246,Cluster 22246,1
22247,Cluster 22247,3
22248,Cluster 22248,595
22249,Cluster 22249,8
22250,Cluster 22250,3
22251,Cluster 22251,1
22252,Cluster 22252,1
22253,Cluster 22253,3
22254,Cluster 22254,1
22255,Cluster 22255,1
22256,Cluster 22256,1
22257,Cluster 22257,1
22258,Cluster 22258,1
22259,Cluster 22259,6
22260,Cluster 22260,1
22261,Cluster 22261,1
22262,Cluster 22262,1
22263,Cluster 22263,1
22264,Cluster 22264,1
22265,Cluster 22265,1
22266,Cluster 22266,593
22267,Cluster 22267,594
22268,Cluster 22268,593
22269,Cluster 22269,26
22270,Cluster 22270,595
22271,Cluster 22271,586
22272,Cluster 22272,591
22273,Cluster 22273,592
22274,Cluster 22274,127
22275,Cluster 22275,594
22276,Cluster 22276,595
22277,Cluster 22277,588
22278,Cluster 22278,586
22279,Cluster 22279,546
22280,Cluster 22280,592
22281,Cluster 22281,585
22282,Cluster 22282,592
22283,Cluster 22283,230
22284,Cluster 22284,442
22285,Cluster 22285,18
22286,Cluster 22286,1
22287,Cluster 22287,1
22288,Cluster 22288,1
22289,Cluster 22289,61
22290,Cluster 22290,7
22291,Cluster 22291,1
22292,Cluster 22292,5
22293,Cluster 22293,2
22294,Cluster 22294,1
22295,Cluster 22295,4
22296,Cluster 22296,1
22297,Cluster 22297,1
22298,Cluster 22298,505
22299,Cluster 22299,593
22300,Cluster 22300,3
22301,Cluster 22301,8
22302,Cluster 22302,5
22303,Cluster 22303,2
22304,Cluster 22304,2
22305,Cluster 22305,21
22306,Cluster 22306,36
22307,Cluster 22307,1
22308,Cluster 22308,2
22309,Cluster 22309,3
22310,Cluster 22310,1
22311,Cluster 22311,3
22312,Cluster 22312,30
22313,Cluster 22313,1
22314,Cluster 22314,1
22315,Cluster 22315,2
22316,Cluster 22316,12
22317,Cluster 22317,1
22318,Cluster 22318,1
22319,Cluster 22319,1
22320,Cluster 22320,1
22321,Cluster 22321,1
22322,Cluster 22322,2
22323,Cluster 22323,11
22324,Cluster 22324,99
22325,Cluster 22325,2
22326,Cluster 22326,1
22327,Cluster 22327,1
22328,Cluster 22328,6
22329,Cluster 22329,98
22330,Cluster 22330,1
22331,Cluster 22331,2
22332,Cluster 22332,1
22333,Cluster 22333,1
22334,Cluster 22334,8
22335,Cluster 22335,2
22336,Cluster 22336,2
22337,Cluster 22337,7
22338,Cluster 22338,1
22339,Cluster 22339,2
22340,Cluster 22340,170
22341,Cluster 22341,3
22342,Cluster 22342,1
22343,Cluster 22343,9
22344,Cluster 22344,1
22345,Cluster 22345,1
22346,Cluster 22346,14
22347,Cluster 22347,1
22348,Cluster 22348,4
22349,Cluster 22349,1
22350,Cluster 22350,1
22351,Cluster 22351,1
22352,Cluster 22352,36
22353,Cluster 22353,1
22354,Cluster 22354,4
22355,Cluster 22355,1
22356,Cluster 22356,1
22357,Cluster 22357,3
22358,Cluster 22358,4
22359,Cluster 22359,1
22360,Cluster 22360,1
22361,Cluster 22361,1
22362,Cluster 22362,2
22363,Cluster 22363,1
22364,Cluster 22364,23
22365,Cluster 22365,1
22366,Cluster 22366,16
22367,Cluster 22367,1
22368,Cluster 22368,1
22369,Cluster 22369,1
22370,Cluster 22370,1
22371,Cluster 22371,4
22372,Cluster 22372,22
22373,Cluster 22373,1
22374,Cluster 22374,1
22375,Cluster 22375,1
22376,Cluster 22376,4
22377,Cluster 22377,2
22378,Cluster 22378,1
22379,Cluster 22379,1
22380,Cluster 22380,1
22381,Cluster 22381,1
22382,Cluster 22382,2
22383,Cluster 22383,2
22384,Cluster 22384,1
22385,Cluster 22385,1
22386,Cluster 22386,595
22387,Cluster 22387,591
22388,Cluster 22388,595
22389,Cluster 22389,586
22390,Cluster 22390,53
22391,Cluster 22391,591
22392,Cluster 22392,595
22393,Cluster 22393,578
22394,Cluster 22394,595
22395,Cluster 22395,581
22396,Cluster 22396,58
22397,Cluster 22397,591
22398,Cluster 22398,13
22399,Cluster 22399,10
22400,Cluster 22400,18
22401,Cluster 22401,62
22402,Cluster 22402,1
22403,Cluster 22403,14
22404,Cluster 22404,1
22405,Cluster 22405,5
22406,Cluster 22406,2
22407,Cluster 22407,591
22408,Cluster 22408,11
22409,Cluster 22409,1
22410,Cluster 22410,1
22411,Cluster 22411,19
22412,Cluster 22412,4
22413,Cluster 22413,1
22414,Cluster 22414,1
22415,Cluster 22415,2
22416,Cluster 22416,1
22417,Cluster 22417,2
22418,Cluster 22418,1
22419,Cluster 22419,1
22420,Cluster 22420,4
22421,Cluster 22421,3
22422,Cluster 22422,1
22423,Cluster 22423,1
22424,Cluster 22424,8
22425,Cluster 22425,2
22426,Cluster 22426,1
22427,Cluster 22427,1
22428,Cluster 22428,1
22429,Cluster 22429,1
22430,Cluster 22430,3
22431,Cluster 22431,4
22432,Cluster 22432,2
22433,Cluster 22433,1
22434,Cluster 22434,1
22435,Cluster 22435,2
22436,Cluster 22436,1
22437,Cluster 22437,1
22438,Cluster 22438,2
22439,Cluster 22439,23
22440,Cluster 22440,18
22441,Cluster 22441,3
22442,Cluster 22442,2
22443,Cluster 22443,35
22444,Cluster 22444,2
22445,Cluster 22445,578
22446,Cluster 22446,4
22447,Cluster 22447,47
22448,Cluster 22448,5
22449,Cluster 22449,1
22450,Cluster 22450,6
22451,Cluster 22451,7
22452,Cluster 22452,4
22453,Cluster 22453,8
22454,Cluster 22454,4
22455,Cluster 22455,36
22456,Cluster 22456,1
22457,Cluster 22457,3
22458,Cluster 22458,2
22459,Cluster 22459,11
22460,Cluster 22460,2
22461,Cluster 22461,7
22462,Cluster 22462,3
22463,Cluster 22463,3
22464,Cluster 22464,1
22465,Cluster 22465,1
22466,Cluster 22466,2
22467,Cluster 22467,30
22468,Cluster 22468,1
22469,Cluster 22469,1
22470,Cluster 22470,2
22471,Cluster 22471,1
22472,Cluster 22472,2
22473,Cluster 22473,1
22474,Cluster 22474,2
22475,Cluster 22475,1
22476,Cluster 22476,1
22477,Cluster 22477,2
22478,Cluster 22478,7
22479,Cluster 22479,3
22480,Cluster 22480,1
22481,Cluster 22481,1
22482,Cluster 22482,2
22483,Cluster 22483,1
22484,Cluster 22484,1
22485,Cluster 22485,1
22486,Cluster 22486,25
22487,Cluster 22487,5
22488,Cluster 22488,5
22489,Cluster 22489,1
22490,Cluster 22490,2
22491,Cluster 22491,2
22492,Cluster 22492,1
22493,Cluster 22493,1
22494,Cluster 22494,1
22495,Cluster 22495,1
22496,Cluster 22496,1
22497,Cluster 22497,1
22498,Cluster 22498,1
22499,Cluster 22499,1
22500,Cluster 22500,1
22501,Cluster 22501,1
22502,Cluster 22502,589
22503,Cluster 22503,590
22504,Cluster 22504,595
22505,Cluster 22505,595
22506,Cluster 22506,593
22507,Cluster 22507,594
22508,Cluster 22508,593
22509,Cluster 22509,592
22510,Cluster 22510,592
22511,Cluster 22511,591
22512,Cluster 22512,594
22513,Cluster 22513,594
22514,Cluster 22514,579
22515,Cluster 22515,595
22516,Cluster 22516,345
22517,Cluster 22517,591
22518,Cluster 22518,64
22519,Cluster 22519,11
22520,Cluster 22520,3
22521,Cluster 22521,2
22522,Cluster 22522,2
22523,Cluster 22523,10
22524,Cluster 22524,10
22525,Cluster 22525,1
22526,Cluster 22526,4
22527,Cluster 22527,3
22528,Cluster 22528,1
22529,Cluster 22529,1
22530,Cluster 22530,2
22531,Cluster 22531,1
22532,Cluster 22532,3
22533,Cluster 22533,1
22534,Cluster 22534,3
22535,Cluster 22535,19
22536,Cluster 22536,567
22537,Cluster 22537,1
22538,Cluster 22538,4
22539,Cluster 22539,1
22540,Cluster 22540,1
22541,Cluster 22541,7
22542,Cluster 22542,1
22543,Cluster 22543,585
22544,Cluster 22544,595
22545,Cluster 22545,4
22546,Cluster 22546,1
22547,Cluster 22547,1
22548,Cluster 22548,1
22549,Cluster 22549,2
22550,Cluster 22550,591
22551,Cluster 22551,3
22552,Cluster 22552,1
22553,Cluster 22553,7
22554,Cluster 22554,2
22555,Cluster 22555,1
22556,Cluster 22556,7
22557,Cluster 22557,1
22558,Cluster 22558,9
22559,Cluster 22559,10
22560,Cluster 22560,1
22561,Cluster 22561,1
22562,Cluster 22562,2
22563,Cluster 22563,14
22564,Cluster 22564,4
22565,Cluster 22565,2
22566,Cluster 22566,3
22567,Cluster 22567,1
22568,Cluster 22568,2
22569,Cluster 22569,4
22570,Cluster 22570,1
22571,Cluster 22571,2
22572,Cluster 22572,1
22573,Cluster 22573,1
22574,Cluster 22574,1
22575,Cluster 22575,9
22576,Cluster 22576,2
22577,Cluster 22577,1
22578,Cluster 22578,1
22579,Cluster 22579,2
22580,Cluster 22580,253
22581,Cluster 22581,1
22582,Cluster 22582,1
22583,Cluster 22583,1
22584,Cluster 22584,1
22585,Cluster 22585,4
22586,Cluster 22586,4
22587,Cluster 22587,5
22588,Cluster 22588,1
22589,Cluster 22589,1
22590,Cluster 22590,3
22591,Cluster 22591,1
22592,Cluster 22592,1
22593,Cluster 22593,1
22594,Cluster 22594,1
22595,Cluster 22595,2
22596,Cluster 22596,1
22597,Cluster 22597,2
22598,Cluster 22598,1
22599,Cluster 22599,595
22600,Cluster 22600,585
22601,Cluster 22601,595
22602,Cluster 22602,592
22603,Cluster 22603,582
22604,Cluster 22604,593
22605,Cluster 22605,591
22606,Cluster 22606,594
22607,Cluster 22607,594
22608,Cluster 22608,583
22609,Cluster 22609,594
22610,Cluster 22610,29
22611,Cluster 22611,594
22612,Cluster 22612,17
22613,Cluster 22613,168
22614,Cluster 22614,67
22615,Cluster 22615,7
22616,Cluster 22616,2
22617,Cluster 22617,9
22618,Cluster 22618,1
22619,Cluster 22619,3
22620,Cluster 22620,102
22621,Cluster 22621,1
22622,Cluster 22622,3
22623,Cluster 22623,1
22624,Cluster 22624,1
22625,Cluster 22625,8
22626,Cluster 22626,2
22627,Cluster 22627,8
22628,Cluster 22628,2
22629,Cluster 22629,1
22630,Cluster 22630,2
22631,Cluster 22631,569
22632,Cluster 22632,3
22633,Cluster 22633,1
22634,Cluster 22634,2
22635,Cluster 22635,1
22636,Cluster 22636,1
22637,Cluster 22637,5
22638,Cluster 22638,1
22639,Cluster 22639,2
22640,Cluster 22640,1
22641,Cluster 22641,1
22642,Cluster 22642,3
22643,Cluster 22643,1
22644,Cluster 22644,1
22645,Cluster 22645,3
22646,Cluster 22646,1
22647,Cluster 22647,3
22648,Cluster 22648,1
22649,Cluster 22649,1
22650,Cluster 22650,1
22651,Cluster 22651,2
22652,Cluster 22652,1
22653,Cluster 22653,1
22654,Cluster 22654,2
22655,Cluster 22655,7
22656,Cluster 22656,1
22657,Cluster 22657,4
22658,Cluster 22658,16
22659,Cluster 22659,3
22660,Cluster 22660,12
22661,Cluster 22661,9
22662,Cluster 22662,6
22663,Cluster 22663,3
22664,Cluster 22664,6
22665,Cluster 22665,8
22666,Cluster 22666,18
22667,Cluster 22667,9
22668,Cluster 22668,6
22669,Cluster 22669,2
22670,Cluster 22670,589
22671,Cluster 22671,1
22672,Cluster 22672,3
22673,Cluster 22673,2
22674,Cluster 22674,1
22675,Cluster 22675,2
22676,Cluster 22676,3
22677,Cluster 22677,4
22678,Cluster 22678,1
22679,Cluster 22679,1
22680,Cluster 22680,1
22681,Cluster 22681,1
22682,Cluster 22682,1
22683,Cluster 22683,3
22684,Cluster 22684,1
22685,Cluster 22685,2
22686,Cluster 22686,1
22687,Cluster 22687,1
22688,Cluster 22688,13
22689,Cluster 22689,2
22690,Cluster 22690,1
22691,Cluster 22691,1
22692,Cluster 22692,9
22693,Cluster 22693,1
22694,Cluster 22694,1
22695,Cluster 22695,1
22696,Cluster 22696,1
22697,Cluster 22697,1
22698,Cluster 22698,2
22699,Cluster 22699,582
22700,Cluster 22700,1
22701,Cluster 22701,1
22702,Cluster 22702,2
22703,Cluster 22703,1
22704,Cluster 22704,1
22705,Cluster 22705,1
22706,Cluster 22706,588
22707,Cluster 22707,592
22708,Cluster 22708,595
22709,Cluster 22709,590
22710,Cluster 22710,593
22711,Cluster 22711,258
22712,Cluster 22712,592
22713,Cluster 22713,593
22714,Cluster 22714,394
22715,Cluster 22715,106
22716,Cluster 22716,2
22717,Cluster 22717,7
22718,Cluster 22718,7
22719,Cluster 22719,2
22720,Cluster 22720,5
22721,Cluster 22721,65
22722,Cluster 22722,15
22723,Cluster 22723,1
22724,Cluster 22724,4
22725,Cluster 22725,14
22726,Cluster 22726,1
22727,Cluster 22727,1
22728,Cluster 22728,14
22729,Cluster 22729,3
22730,Cluster 22730,1
22731,Cluster 22731,10
22732,Cluster 22732,11
22733,Cluster 22733,20
22734,Cluster 22734,1
22735,Cluster 22735,5
22736,Cluster 22736,2
22737,Cluster 22737,8
22738,Cluster 22738,15
22739,Cluster 22739,2
22740,Cluster 22740,1
22741,Cluster 22741,3
22742,Cluster 22742,1
22743,Cluster 22743,1
22744,Cluster 22744,7
22745,Cluster 22745,1
22746,Cluster 22746,5
22747,Cluster 22747,1
22748,Cluster 22748,590
22749,Cluster 22749,1
22750,Cluster 22750,2
22751,Cluster 22751,1
22752,Cluster 22752,1
22753,Cluster 22753,1
22754,Cluster 22754,3
22755,Cluster 22755,1
22756,Cluster 22756,1
22757,Cluster 22757,1
22758,Cluster 22758,6
22759,Cluster 22759,10
22760,Cluster 22760,1
22761,Cluster 22761,5
22762,Cluster 22762,1
22763,Cluster 22763,8
22764,Cluster 22764,5
22765,Cluster 22765,1
22766,Cluster 22766,1
22767,Cluster 22767,4
22768,Cluster 22768,1
22769,Cluster 22769,1
22770,Cluster 22770,2
22771,Cluster 22771,2
22772,Cluster 22772,22
22773,Cluster 22773,3
22774,Cluster 22774,6
22775,Cluster 22775,1
22776,Cluster 22776,2
22777,Cluster 22777,1
22778,Cluster 22778,1
22779,Cluster 22779,1
22780,Cluster 22780,1
22781,Cluster 22781,1
22782,Cluster 22782,2
22783,Cluster 22783,593
22784,Cluster 22784,1
22785,Cluster 22785,1
22786,Cluster 22786,4
22787,Cluster 22787,4
22788,Cluster 22788,1
22789,Cluster 22789,1
22790,Cluster 22790,1
22791,Cluster 22791,1
22792,Cluster 22792,1
22793,Cluster 22793,1
22794,Cluster 22794,1
22795,Cluster 22795,1
22796,Cluster 22796,1
22797,Cluster 22797,1
22798,Cluster 22798,1
22799,Cluster 22799,3
22800,Cluster 22800,578
22801,Cluster 22801,2
22802,Cluster 22802,7
22803,Cluster 22803,1
22804,Cluster 22804,301
22805,Cluster 22805,1
22806,Cluster 22806,2
22807,Cluster 22807,2
22808,Cluster 22808,2
22809,Cluster 22809,1
22810,Cluster 22810,2
22811,Cluster 22811,592
22812,Cluster 22812,594
22813,Cluster 22813,595
22814,Cluster 22814,594
22815,Cluster 22815,590
22816,Cluster 22816,20
22817,Cluster 22817,356
22818,Cluster 22818,594
22819,Cluster 22819,591
22820,Cluster 22820,594
22821,Cluster 22821,594
22822,Cluster 22822,594
22823,Cluster 22823,591
22824,Cluster 22824,594
22825,Cluster 22825,592
22826,Cluster 22826,492
22827,Cluster 22827,4
22828,Cluster 22828,1
22829,Cluster 22829,7
22830,Cluster 22830,5
22831,Cluster 22831,9
22832,Cluster 22832,1
22833,Cluster 22833,5
22834,Cluster 22834,1
22835,Cluster 22835,4
22836,Cluster 22836,1
22837,Cluster 22837,3
22838,Cluster 22838,16
22839,Cluster 22839,15
22840,Cluster 22840,13
22841,Cluster 22841,4
22842,Cluster 22842,107
22843,Cluster 22843,2
22844,Cluster 22844,1
22845,Cluster 22845,5
22846,Cluster 22846,1
22847,Cluster 22847,2
22848,Cluster 22848,1
22849,Cluster 22849,3
22850,Cluster 22850,2
22851,Cluster 22851,3
22852,Cluster 22852,1
22853,Cluster 22853,1
22854,Cluster 22854,2
22855,Cluster 22855,10
22856,Cluster 22856,8
22857,Cluster 22857,11
22858,Cluster 22858,1
22859,Cluster 22859,1
22860,Cluster 22860,552
22861,Cluster 22861,5
22862,Cluster 22862,1
22863,Cluster 22863,1
22864,Cluster 22864,1
22865,Cluster 22865,1
22866,Cluster 22866,1
22867,Cluster 22867,68
22868,Cluster 22868,11
22869,Cluster 22869,2
22870,Cluster 22870,4
22871,Cluster 22871,1
22872,Cluster 22872,9
22873,Cluster 22873,2
22874,Cluster 22874,1
22875,Cluster 22875,2
22876,Cluster 22876,1
22877,Cluster 22877,1
22878,Cluster 22878,93
22879,Cluster 22879,1
22880,Cluster 22880,1
22881,Cluster 22881,1
22882,Cluster 22882,1
22883,Cluster 22883,1
22884,Cluster 22884,197
22885,Cluster 22885,1
22886,Cluster 22886,1
22887,Cluster 22887,1
22888,Cluster 22888,1
22889,Cluster 22889,3
22890,Cluster 22890,3
22891,Cluster 22891,2
22892,Cluster 22892,594
22893,Cluster 22893,1
22894,Cluster 22894,10
22895,Cluster 22895,1
22896,Cluster 22896,1
22897,Cluster 22897,7
22898,Cluster 22898,1
22899,Cluster 22899,1
22900,Cluster 22900,1
22901,Cluster 22901,1
22902,Cluster 22902,2
22903,Cluster 22903,1
22904,Cluster 22904,23
22905,Cluster 22905,1
22906,Cluster 22906,1
22907,Cluster 22907,3
22908,Cluster 22908,1
22909,Cluster 22909,2
22910,Cluster 22910,5
22911,Cluster 22911,6
22912,Cluster 22912,2
22913,Cluster 22913,7
22914,Cluster 22914,1
22915,Cluster 22915,1
22916,Cluster 22916,2
22917,Cluster 22917,1
22918,Cluster 22918,1
22919,Cluster 22919,1
22920,Cluster 22920,1
22921,Cluster 22921,1
22922,Cluster 22922,1
22923,Cluster 22923,29
22924,Cluster 22924,48
22925,Cluster 22925,593
22926,Cluster 22926,585
22927,Cluster 22927,593
22928,Cluster 22928,507
22929,Cluster 22929,585
